row_id,treatment,source,ops_type_merged,city_group,avg_rainy_day,avg_rainy_weekday,avg_rainy_weekend,mgm_day,has_national_holiday,trip_cnt_per_user_lag1,trip_cnt_per_user_lag1_isna,trip_cnt_per_user_lag2,trip_cnt_per_user_lag2_isna,trip_cnt_per_user_roll4,trip_cnt_per_user_roll4_isna,nonrepeat_cnt_per_user_lag1,nonrepeat_cnt_per_user_lag1_isna,nonrepeat_cnt_per_user_lag2,nonrepeat_cnt_per_user_lag2_isna,nonrepeat_cnt_per_user_roll4,nonrepeat_cnt_per_user_roll4_isna,weekday_nonrepeat_cnt_per_user_lag1,weekday_nonrepeat_cnt_per_user_lag1_isna,weekday_nonrepeat_cnt_per_user_lag2,weekday_nonrepeat_cnt_per_user_lag2_isna,weekday_nonrepeat_cnt_per_user_roll4,weekday_nonrepeat_cnt_per_user_roll4_isna,weekend_nonrepeat_cnt_per_user_lag1,weekend_nonrepeat_cnt_per_user_lag1_isna,weekend_nonrepeat_cnt_per_user_lag2,weekend_nonrepeat_cnt_per_user_lag2_isna,weekend_nonrepeat_cnt_per_user_roll4,weekend_nonrepeat_cnt_per_user_roll4_isna,weekday_trip_cnt_per_user_lag1,weekday_trip_cnt_per_user_lag1_isna,weekday_trip_cnt_per_user_lag2,weekday_trip_cnt_per_user_lag2_isna,weekday_trip_cnt_per_user_roll4,weekday_trip_cnt_per_user_roll4_isna,weekend_trip_cnt_per_user_lag1,weekend_trip_cnt_per_user_lag1_isna,weekend_trip_cnt_per_user_lag2,weekend_trip_cnt_per_user_lag2_isna,weekend_trip_cnt_per_user_roll4,weekend_trip_cnt_per_user_roll4_isna,weekday_match_rate_lag1,weekday_match_rate_lag1_isna,weekday_match_rate_lag2,weekday_match_rate_lag2_isna,weekday_match_rate_roll4,weekday_match_rate_roll4_isna,weekend_match_rate_lag1,weekend_match_rate_lag1_isna,weekend_match_rate_lag2,weekend_match_rate_lag2_isna,weekend_match_rate_roll4,weekend_match_rate_roll4_isna,log_coupon_BD_total_per_user_lag1,log_coupon_BD_total_per_user_lag1_isna,log_coupon_BD_total_per_user_lag2,log_coupon_BD_total_per_user_lag2_isna,log_coupon_BD_total_per_user_roll4,log_coupon_BD_total_per_user_roll4_isna,log_coupon_CDP_total_per_user_lag1,log_coupon_CDP_total_per_user_lag1_isna,log_coupon_CDP_total_per_user_lag2,log_coupon_CDP_total_per_user_lag2_isna,log_coupon_CDP_total_per_user_roll4,log_coupon_CDP_total_per_user_roll4_isna,log_coupon_folk_total_per_user_lag1,log_coupon_folk_total_per_user_lag1_isna,log_coupon_folk_total_per_user_lag2,log_coupon_folk_total_per_user_lag2_isna,log_coupon_folk_total_per_user_roll4,log_coupon_folk_total_per_user_roll4_isna,log_coupon_growth_other_total_per_user_lag1,log_coupon_growth_other_total_per_user_lag1_isna,log_coupon_growth_other_total_per_user_lag2,log_coupon_growth_other_total_per_user_lag2_isna,log_coupon_growth_other_total_per_user_roll4,log_coupon_growth_other_total_per_user_roll4_isna,log_coupon_MGM_total_per_user_lag1,log_coupon_MGM_total_per_user_lag1_isna,log_coupon_MGM_total_per_user_lag2,log_coupon_MGM_total_per_user_lag2_isna,log_coupon_MGM_total_per_user_roll4,log_coupon_MGM_total_per_user_roll4_isna,log_coupon_MKT_total_per_user_lag1,log_coupon_MKT_total_per_user_lag1_isna,log_coupon_MKT_total_per_user_lag2,log_coupon_MKT_total_per_user_lag2_isna,log_coupon_MKT_total_per_user_roll4,log_coupon_MKT_total_per_user_roll4_isna,log_coupon_register_total_per_user_lag1,log_coupon_register_total_per_user_lag1_isna,log_coupon_register_total_per_user_lag2,log_coupon_register_total_per_user_lag2_isna,log_coupon_register_total_per_user_roll4,log_coupon_register_total_per_user_roll4_isna,log_coupon_daily_total_per_user_lag1,log_coupon_daily_total_per_user_lag1_isna,log_coupon_daily_total_per_user_lag2,log_coupon_daily_total_per_user_lag2_isna,log_coupon_daily_total_per_user_roll4,log_coupon_daily_total_per_user_roll4_isna,log_coupon_total_per_user_lag1,log_coupon_total_per_user_lag1_isna,log_coupon_total_per_user_lag2,log_coupon_total_per_user_lag2_isna,log_coupon_total_per_user_roll4,log_coupon_total_per_user_roll4_isna,delta_trip_per_user,delta_nonrepeat_per_user
9,-0.0018103557617249347,0.0,0.03856003597764729,0.0009410414829669933,-0.0018940922048623257,-0.002922970439223671,0.0,-8.895931620432953e-05,0.0,0.00499575662766897,0.0,-0.00039083994928857757,0.0,0.0057213706246638674,0.0,0.0016873630357173521,0.0,0.0,0.0,0.00021998231983255312,0.0,0.0010882351135809724,0.0,0.0,0.0,0.0015940391326307356,0.0,0.0014283229021913083,0.0,0.0,0.0,-0.0008315448547652517,0.0,0.004798678334555574,0.0,-0.0001991157496987486,0.0,-0.003345876758390715,0.0,7.518854560539646e-05,0.0,0.0,0.0,0.00012421669343736836,0.0,-0.00032416643512801844,0.0,0.0008674687989576772,0.0,3.0880900289575605e-06,0.0,5.286608714946137e-05,0.0,0.0006817086624707303,0.0,0.0004021714881244542,0.0,0.00156390426126525,0.0,-0.0002438041164093173,0.0,0.0017869577050874585,0.0,-0.001825640777266198,0.0,0.0016182514857705323,0.0,0.0002141110290189376,0.0,0.0,0.0,0.0,0.0,-0.00013066787212579828,0.0,2.6692805501940635e-05,0.0,2.1292459722338484e-05,0.0,-0.001374405672058044,0.0,0.0,0.0,0.0,0.0,-0.00011101544177224737,0.0,0.00011898030508619565,0.0,-0.00017108689284336473,0.0,0.00498857669196015,0.0,-9.706356706737137e-05,0.0,-0.0010940490586904693,0.0,-0.00195711721709136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019473568191734894,0.0,-0.0005864351916022508,0.0,-0.0004580639997975735,0.0,-0.0008746658157212288,-8.359603763221667e-05
19,-0.0018812377577629748,0.0,0.0383682338776731,0.008317239489691831,-0.0016060234634083282,-0.0030066365834689225,0.0,-8.895931620432953e-05,0.0,0.004936613806723949,0.0,-0.00039083994928857757,0.0,0.006102159072706157,0.0,0.0016873630357173521,0.0,0.0,0.0,0.00014386908056990627,0.0,0.0010882351135809724,0.0,0.0,0.0,0.0017738081193563258,0.0,0.0013838656144223144,0.0,0.0,0.0,-0.0010355843134566389,0.0,0.004664080067588579,0.0,-0.00023449628114043637,0.0,-0.0031153728191646254,0.0,7.518854560539646e-05,0.0,0.0,0.0,0.000192193593677969,0.0,-0.0002286743391542129,0.0,0.0007553780382753171,0.0,3.0880900289575605e-06,0.0,0.0006199387058436974,0.0,-0.0003389797405851079,0.0,-0.0005953699626169862,0.0,-0.001099375923449145,0.0,-0.00015321753072828611,0.0,-4.572968705057394e-05,0.0,-0.0017685737698201417,0.0,0.0016364135336482313,0.0,0.0006535873525554587,0.0,0.0,0.0,0.0,0.0,-0.00022479057083441247,0.0,-2.6428520298951118e-05,0.0,2.1292459722338484e-05,0.0,-0.0015086238910926198,0.0,0.0,0.0,0.0,0.0,-0.00015839615994196933,0.0,-2.7800462889784342e-05,0.0,-7.039834069485767e-05,0.0,-0.001799667084354802,0.0,-0.0001579428675315333,0.0,-0.0011368448198516743,0.0,-0.002114454296132232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008751543620778788,0.0,-0.0005111852931071377,0.0,-0.0007316649492632993,0.0,0.0011881765772341823,9.005553932297071e-06
29,-0.0018190718962699816,0.0,0.03678980965984055,-0.008831669692385755,-0.0022396301034793274,-0.002983132306837896,0.0,-8.895931620432953e-05,0.0,-0.0012509186618504082,0.0,-0.00039083994928857757,0.0,0.004884543354844867,0.0,-0.00044562919885467666,0.0,0.0,0.0,-0.001334705094064772,0.0,-0.000622125174482281,0.0,0.0,0.0,0.0008821538026667262,0.0,5.573871247691038e-05,0.0,0.0,0.0,-0.0009189216177042213,0.0,0.0020259931824828064,0.0,-0.00023449628114043637,0.0,-0.0037504093106918205,0.0,-8.344869568598929e-05,0.0,0.0,0.0,0.0004995133319043745,0.0,0.00045186379931916483,0.0,0.0007198910554329144,0.0,6.048019419430404e-06,0.0,0.00046717562381256027,0.0,0.0006623705496714933,0.0,-0.0006451757618513793,0.0,-0.0009905901666879852,0.0,-0.00021690978110265743,0.0,0.0003139242502302903,0.0,-0.001858314032510744,0.0,0.0016222554351120549,0.0,0.0002348106758117503,0.0,0.0,0.0,0.0,0.0,-0.00022479057083441247,0.0,7.707538882221668e-05,0.0,4.591556681453367e-05,0.0,-0.001597268168173829,0.0,0.0,0.0,0.0,0.0,0.0003013183330216172,0.0,-2.7800462889784342e-05,0.0,1.95298622572831e-05,0.0,-0.001852513910029577,0.0,-0.0001482460622330525,0.0,-0.001412704193757144,0.0,-0.0024211396132959796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007768246493661651,0.0,-0.0005332910825161835,0.0,-0.0007744883387966965,0.0,0.0012689130348792282,-0.00012223843132811547
39,-0.0022025210457272725,0.0,0.03283679714195541,0.000525663889049701,-0.0014542916142830284,-0.0029500644280769533,0.0,-8.895931620432953e-05,0.0,0.00499575662766897,0.0,-0.000381077957981898,0.0,0.004715903546044128,0.0,0.0016873630357173521,0.0,0.0,0.0,0.00017153263543442387,0.0,0.0010303560137452767,0.0,0.0,0.0,0.001895046934429704,0.0,0.0015201471020898684,0.0,0.0,0.0,-0.0009577332833321073,0.0,0.0046444537390449075,0.0,-0.00023449628114043637,0.0,-0.0034411732698666183,0.0,7.518854560539646e-05,0.0,0.0,0.0,0.00012421669343736836,0.0,-0.0005097836079953997,0.0,0.0006989060321119519,0.0,8.100908457834626e-05,0.0,0.0001106905424581305,0.0,0.0006875654447808105,0.0,-0.0006408178228398384,0.0,-0.001668766526111181,0.0,-0.00032102500688664513,0.0,-4.572968705057394e-05,0.0,-0.0017563894861476184,0.0,0.0016551148046960176,0.0,0.00027675659052962814,0.0,0.0,0.0,0.0,0.0,-0.00017912675543611657,0.0,2.6692805501940635e-05,0.0,2.1292459722338484e-05,0.0,-0.0014857888673764144,0.0,0.0,0.0,0.0,0.0,0.00018983502173189096,0.0,4.179336254430913e-05,0.0,-0.00017108689284336473,0.0,0.0046469437204310704,0.0,-0.0001823142078450766,0.0,-0.001297573662130166,0.0,-0.0021125862057434666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007949775982258363,0.0,-0.0005445881273460551,0.0,-0.0008213834250167089,0.0,-0.00044042282757593437,0.00012230148924977812
49,-0.0023465730904866588,0.0,0.03288444711486537,0.008658385879238338,-0.0012611744178297078,-0.0029432860437018757,0.0,-8.895931620432953e-05,0.0,0.00499575662766897,0.0,-0.0004463383345176419,0.0,0.005051170532882716,0.0,0.0016873630357173521,0.0,0.0,0.0,0.00019231876496803553,0.0,0.0010882351135809724,0.0,0.0,0.0,0.0014894548062141413,0.0,0.0015094658344497558,0.0,0.0,0.0,-0.0009674510819358545,0.0,0.004751082850231478,0.0,-0.0001991157496987486,0.0,-0.0030636189995922464,0.0,-8.344869568598929e-05,0.0,0.0,0.0,0.0001419781851880724,0.0,-0.0004142915120215939,0.0,0.0007781243520000611,0.0,8.100908457834626e-05,0.0,-0.0005692248034013781,0.0,-0.000272221509084917,0.0,-0.000557708596681342,0.0,0.0015841876689721799,0.0,-0.00015321753072828611,0.0,0.0017869577050874585,0.0,-0.001585285027091074,0.0,0.001741188115580146,0.0,0.00027675659052962814,0.0,0.0,0.0,0.0,0.0,-0.00022479057083441247,0.0,-2.6428520298951118e-05,0.0,2.1292459722338484e-05,0.0,-0.0014663855179453573,0.0,0.0,0.0,0.0,0.0,-0.00018849430733317734,0.0,-2.7800462889784342e-05,0.0,1.95298622572831e-05,0.0,-0.0016258222261217898,0.0,-0.00019683587584570238,0.0,-0.0011197117776818976,0.0,-0.001958985307480126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008962192522218951,0.0,-0.0005092268495862555,0.0,-0.0007155334154998574,0.0,0.0005457910080867122,-0.00028310217100045986
59,-0.0020670167079329185,0.0,0.03168497409314773,-0.00901152201258507,-0.0019827518557174865,-0.0026832571329316987,0.0,-8.895931620432953e-05,0.0,-0.0011775584549893502,0.0,0.0002601467908767263,0.0,-0.0014571460714415125,0.0,-0.00044562919885467666,0.0,0.0,0.0,7.317360228607922e-05,0.0,-0.00011803915985581797,0.0,0.0,0.0,-0.0008682326053874636,0.0,-0.00010046765929411061,0.0,0.0,0.0,-0.0005583110424164716,0.0,0.0022384813641581685,0.0,0.0003326455590757008,0.0,0.001921294492509424,0.0,-2.9316638400002806e-05,0.0,0.0,0.0,0.000738065558588332,0.0,-0.0005876893992655473,0.0,0.0006713093936113703,0.0,4.591750895696528e-05,0.0,0.0005507343734647812,0.0,-0.00033053032452820357,0.0,0.0005511833447769702,0.0,-0.001578325683855706,0.0,-0.00021690978110265743,0.0,0.0020029417437243996,0.0,-0.0018050118224588122,0.0,0.0018720713128959814,0.0,0.00017790114833229293,0.0,0.0,0.0,0.0,0.0,-0.00022479057083441247,0.0,2.6692805501940635e-05,0.0,2.1292459722338484e-05,0.0,-0.0014628091580214477,0.0,0.0,0.0,0.0,0.0,-0.0002450960967442632,0.0,-7.914432710833413e-05,0.0,1.95298622572831e-05,0.0,-0.0015679977147941458,0.0,-0.0001726174025465958,0.0,-0.001525003361317329,0.0,-0.002296042756892969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000910253628292285,0.0,-0.0006155775816786104,0.0,-0.0006752794008413822,0.0,-0.0005274809714899734,0.00018590661884441037
69,-0.0014990817804527233,0.0,-0.044717918433467715,-0.00021090919258863746,-0.002423548377951499,-0.0025065459896506316,0.0,-8.895931620432953e-05,0.0,-0.0021695264614622145,0.0,0.00018255566594893845,0.0,-0.004017694011407004,0.0,-0.0007556855603598687,0.0,0.0,0.0,-0.00017214537839360246,0.0,-0.00017739718412009816,0.0,0.0,0.0,-0.0005230180116433784,0.0,-0.0005050331310278982,0.0,0.0,0.0,0.0005451509861526157,0.0,-0.0018194997193738084,0.0,0.0003326455590757008,0.0,0.0031407826285797854,0.0,-2.9316638400002806e-05,0.0,0.0,0.0,-0.000639239905706612,0.0,-0.0004792704043151147,0.0,0.0005759536181397937,0.0,9.152954040885864e-05,0.0,-0.0006880008166575309,0.0,0.000504188315368365,0.0,0.00071558546374271,0.0,-0.0007899829262103017,0.0,-0.00030169408677442014,0.0,-0.001406809155417986,0.0,-0.0017051971854404,0.0,0.001691629808076218,0.0,0.00021469281120370322,0.0,0.0,0.0,0.0,0.0,-0.00017912675543611657,0.0,2.6692805501940635e-05,0.0,2.1292459722338484e-05,0.0,-0.0013946906297661573,0.0,0.0,0.0,0.0,0.0,0.00039734806810906554,0.0,0.00011898030508619565,0.0,-0.00019186334562559774,0.0,0.0034519470506582384,0.0,-2.2403454320129025e-05,0.0,-0.0015957850941299722,0.0,-0.0025043977132260136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007186615561940869,0.0,-0.000555717232050215,0.0,-0.0008352682042151875,0.0,-0.00018443695830029405,-0.00019376919350597702
79,-0.0014434135128366403,0.0,-0.044365517426900584,0.006189516419718249,-0.002249304150328799,-0.002628856755807022,0.0,-8.895931620432953e-05,0.0,-0.0021689093686336593,0.0,0.00013003535167072176,0.0,-0.004214681869271705,0.0,-0.0007556855603598687,0.0,0.0,0.0,-0.0002365554579825361,0.0,-0.000575645948972187,0.0,0.0,0.0,-0.0004971883196821726,0.0,-7.475170625135664e-05,0.0,0.0,0.0,0.0007228774428129548,0.0,-0.0022211961633480785,0.0,-7.45107128289798e-05,0.0,0.002821662374784599,0.0,-2.9316638400002806e-05,0.0,0.0,0.0,-0.0008599313765707155,0.0,-0.00044236415765982383,0.0,0.00031606310364503624,0.0,-8.159278034499446e-05,0.0,0.0005598647827873052,0.0,0.0005078844072698905,0.0,-0.0005953699626169862,0.0,-0.0016183363815314093,0.0,-0.0003061425266455998,0.0,-0.0012129883681903152,0.0,-0.0017121022145222108,0.0,0.0016329163283800177,0.0,9.573953942839926e-05,0.0,0.0,0.0,0.0,0.0,-0.00022479057083441247,0.0,2.6692805501940635e-05,0.0,2.1292459722338484e-05,0.0,-0.0014473451053350812,0.0,0.0,0.0,0.0,0.0,-0.000511668092617467,0.0,-2.7800462889784342e-05,0.0,4.14949795535322e-05,0.0,-0.001526235110752912,0.0,-3.983784157075556e-05,0.0,-0.0014837163932936543,0.0,-0.002219892284658151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006955971879094518,0.0,-0.00046952126888543663,0.0,-0.0008825458596759902,0.0,-0.0005402416406495586,0.0002832456490372328
89,-0.001504135138204964,0.0,-0.04403103103344999,-0.005834830304057394,-0.002434455513936405,-0.002678172616269377,0.0,-8.895931620432953e-05,0.0,-0.0019917258947846645,0.0,0.00013003535167072176,0.0,-0.00390602308176992,0.0,-0.000681236290248605,0.0,0.0,0.0,-5.8401750707197535e-05,0.0,-0.0002065357680813975,0.0,0.0,0.0,-0.00042478556840963203,0.0,-0.00037887746658431644,0.0,0.0,0.0,0.0007228774428129548,0.0,-0.0019487487263595443,0.0,0.0003326455590757008,0.0,0.003497819570865761,0.0,-2.9316638400002806e-05,0.0,0.0,0.0,-0.0008329938413151059,0.0,0.0004844409904230163,0.0,0.0004951039664471038,0.0,-8.159278034499446e-05,0.0,0.0005093208869017502,0.0,-0.00032389831467629845,0.0,-0.0007147695872854727,0.0,-0.0016015370894206084,0.0,-0.0003307885760379221,0.0,-0.0010063659914561654,0.0,-0.00181284821830769,0.0,0.0016963559523671744,0.0,9.573953942839926e-05,0.0,0.0,0.0,0.0,0.0,-0.00022479057083441247,0.0,7.707538882221668e-05,0.0,4.591556681453367e-05,0.0,-0.0014952583378066635,0.0,0.0,0.0,0.0,0.0,-0.000511668092617467,0.0,4.179336254430913e-05,0.0,4.14949795535322e-05,0.0,-0.0015462033908953028,0.0,-9.864031232000844e-07,0.0,-0.0015601550127681805,0.0,-0.0025919824649634246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007490912982433724,0.0,-0.0005039160136018754,0.0,-0.0008825458596759902,0.0,-0.0007340855796878966,0.0004602869058656968
99,-0.0014828832793538338,0.0,-0.04436389194831377,-0.0002541604919778013,-0.0023044805374684537,-0.0025564820392058314,0.0,-8.895931620432953e-05,0.0,-0.002112529744817618,0.0,0.00013003535167072176,0.0,-0.00393629649597069,0.0,-0.000718272812725608,0.0,0.0,0.0,-0.0001870798511038007,0.0,-0.00017739718412009816,0.0,0.0,0.0,-0.0004971883196821726,0.0,-9.242265948411088e-05,0.0,0.0,0.0,0.0005718301458851206,0.0,-0.002124314102455876,0.0,0.00028135553458009466,0.0,0.003038599984080784,0.0,-2.9316638400002806e-05,0.0,0.0,0.0,-0.0007918769249882766,0.0,-0.0004792704043151147,0.0,0.0005932578132239854,0.0,-8.159278034499446e-05,0.0,0.0007170645048989963,0.0,-0.00032389831467629845,0.0,-0.0007147695872854727,0.0,-0.001648290410200267,0.0,-0.00015517084593411127,0.0,-0.0010842310261616602,0.0,-0.0017642258819964961,0.0,0.0016329163283800177,0.0,9.573953942839926e-05,0.0,0.0,0.0,0.0,0.0,-0.00017912675543611657,0.0,2.6692805501940635e-05,0.0,2.1292459722338484e-05,0.0,-0.0013976271048630107,0.0,0.0,0.0,0.0,0.0,0.00029226632467515385,0.0,4.179336254430913e-05,0.0,-0.00019186334562559774,0.0,0.002978341367487435,0.0,-2.2403454320129025e-05,0.0,-0.0015957850941299722,0.0,-0.0019820931357004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007520032395277178,0.0,-0.0007993441405790655,0.0,-0.0009183456084070597,0.0,0.0005646776999371407,0.0004186656227328114
