experiment_date,treatment,source,ops_type_merged,city_group,user_cnt,nonrepeat_cnt,trip_cnt,weekday_nonrepeat_cnt,weekend_nonrepeat_cnt,weekday_trip_cnt,weekend_trip_cnt,nonrepeat_cnt_per_user,trip_cnt_per_user,weekday_nonrepeat_cnt_per_user,weekend_nonrepeat_cnt_per_user,weekday_trip_cnt_per_user,weekend_trip_cnt_per_user,weekday_match_rate,weekend_match_rate,coupon_BD_total,coupon_CDP_total,coupon_folk_total,coupon_growth_other_total,coupon_MGM_total,coupon_MKT_total,coupon_register_total,coupon_daily_total,avg_rainy_day,avg_rainy_weekday,avg_rainy_weekend,mgm_day,nonrepeat_cnt_per_user_lag1,nonrepeat_cnt_per_user_lag2,nonrepeat_cnt_per_user_roll4,trip_cnt_per_user_lag1,trip_cnt_per_user_lag2,trip_cnt_per_user_roll4,weekday_nonrepeat_cnt_per_user_lag1,weekday_nonrepeat_cnt_per_user_lag2,weekday_nonrepeat_cnt_per_user_roll4,weekend_nonrepeat_cnt_per_user_lag1,weekend_nonrepeat_cnt_per_user_lag2,weekend_nonrepeat_cnt_per_user_roll4,weekday_trip_cnt_per_user_lag1,weekday_trip_cnt_per_user_lag2,weekday_trip_cnt_per_user_roll4,weekend_trip_cnt_per_user_lag1,weekend_trip_cnt_per_user_lag2,weekend_trip_cnt_per_user_roll4,weekday_match_rate_lag1,weekday_match_rate_lag2,weekday_match_rate_roll4,weekend_match_rate_lag1,weekend_match_rate_lag2,weekend_match_rate_roll4,delta_trip_per_user,delta_nonrepeat_per_user,ratio_trip_per_user,ratio_nonrepeat_per_user,face_value,face_value_num,coupon_BD_per_user_lag1,coupon_BD_per_user_lag2,coupon_BD_per_user_roll4,coupon_CDP_per_user_lag1,coupon_CDP_per_user_lag2,coupon_CDP_per_user_roll4,coupon_folk_per_user_lag1,coupon_folk_per_user_lag2,coupon_folk_per_user_roll4,coupon_growth_other_per_user_lag1,coupon_growth_other_per_user_lag2,coupon_growth_other_per_user_roll4,coupon_MGM_per_user_lag1,coupon_MGM_per_user_lag2,coupon_MGM_per_user_roll4,coupon_MKT_per_user_lag1,coupon_MKT_per_user_lag2,coupon_MKT_per_user_roll4,coupon_register_per_user_lag1,coupon_register_per_user_lag2,coupon_register_per_user_roll4,coupon_daily_per_user_lag1,coupon_daily_per_user_lag2,coupon_daily_per_user_roll4,coupon_BD_total_log1p,coupon_CDP_total_log1p,coupon_folk_total_log1p,coupon_growth_other_total_log1p,coupon_MGM_total_log1p,coupon_MKT_total_log1p,coupon_register_total_log1p,coupon_daily_total_log1p,coupon_BD_per_user_log1p_lag1,coupon_BD_per_user_log1p_lag2,coupon_BD_per_user_log1p_roll4,coupon_CDP_per_user_log1p_lag1,coupon_CDP_per_user_log1p_lag2,coupon_CDP_per_user_log1p_roll4,coupon_folk_per_user_log1p_lag1,coupon_folk_per_user_log1p_lag2,coupon_folk_per_user_log1p_roll4,coupon_growth_other_per_user_log1p_lag1,coupon_growth_other_per_user_log1p_lag2,coupon_growth_other_per_user_log1p_roll4,coupon_MGM_per_user_log1p_lag1,coupon_MGM_per_user_log1p_lag2,coupon_MGM_per_user_log1p_roll4,coupon_MKT_per_user_log1p_lag1,coupon_MKT_per_user_log1p_lag2,coupon_MKT_per_user_log1p_roll4,coupon_register_per_user_log1p_lag1,coupon_register_per_user_log1p_lag2,coupon_register_per_user_log1p_roll4,coupon_daily_per_user_log1p_lag1,coupon_daily_per_user_log1p_lag2,coupon_daily_per_user_log1p_roll4,has_national_holiday
2025-11-03,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,193,53,42,41,12,38,4,0.2746113989637305,0.2176165803108808,0.2124352331606217,0.0621761658031088,0.1968911917098445,0.0207253886010362,0.8536842105263157,0.7525000000000001,82,124,386,6,0,25,6,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,,,,,,,,,,,,,,,,,,,,,,,,,4.418840607796598,4.8283137373023015,5.958424693029782,1.9459101490553132,0.0,3.258096538021482,1.9459101490553132,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0
2025-11-10,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,71,15,11,12,3,6,5,0.2112676056338028,0.1549295774647887,0.1690140845070422,0.0422535211267605,0.0845070422535211,0.0704225352112676,0.9166666666666666,0.8299999999999998,24,29,142,0,0,0,6,0,0.2448979591836734,0.2285714285714286,0.0,0,0.2746113989637305,,,0.2176165803108808,,,0.2124352331606217,,,0.0621761658031088,,,0.1968911917098445,,,0.0207253886010362,,,0.8536842105263157,,,0.7525000000000001,,,,,,,15,2,1.1549295774647887,,,1.7464788732394365,,,5.436619718309859,,,0.08450704225352113,,,0.0,,,0.352112676056338,,,0.08450704225352113,,,0.0,,,3.2188758248682006,3.4011973816621555,4.962844630259907,0.0,0.0,0.0,1.9459101490553132,0.0,0.76775804435112,,,1.0103196815224313,,,1.8620035138528892,,,0.08112554481236843,,,0.0,,,0.3016683144265208,,,0.08112554481236843,,,0.0,,,0
2025-11-17,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,189,46,28,36,10,20,8,0.2433862433862433,0.1481481481481481,0.1904761904761904,0.0529100529100529,0.1058201058201058,0.0423280423280423,0.8215,0.65,82,127,378,4,0,18,8,0,0.0,0.0,0.0,0,0.2112676056338028,0.2746113989637305,,0.1549295774647887,0.2176165803108808,,0.1690140845070422,0.2124352331606217,,0.0422535211267605,0.0621761658031088,,0.0845070422535211,0.1968911917098445,,0.0704225352112676,0.0207253886010362,,0.9166666666666666,0.8536842105263157,,0.8299999999999998,0.7525000000000001,,-0.0626870028460921,-0.06334379332992768,0.7119382964453386,0.7693329790061123,15,2,0.12698412698412698,0.43386243386243384,,0.15343915343915343,0.656084656084656,,0.7513227513227513,2.0423280423280423,,0.0,0.031746031746031744,,0.0,0.0,,0.0,0.13227513227513227,,0.031746031746031744,0.031746031746031744,,0.0,0.0,,4.418840607796598,4.852030263919617,5.937536205082426,1.6094379124341003,0.0,2.9444389791664403,2.1972245773362196,0.0,0.11954515064978273,0.3603718058200585,,0.14274804772944663,0.5044561754805108,,0.5603713603174205,1.112623025737708,,0.0,0.03125254350410442,,0.0,0.0,,0.0,0.1242289999622091,,0.03125254350410442,0.03125254350410442,,0.0,0.0,,0
2025-11-24,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,184,38,29,31,7,22,7,0.2065217391304347,0.1576086956521739,0.1684782608695652,0.0380434782608695,0.1195652173913043,0.0380434782608695,0.8359090909090909,0.7285714285714285,69,68,368,0,0,15,3,0,0.0,0.0,0.0,5,0.2433862433862433,0.2112676056338028,,0.1481481481481481,0.1549295774647887,,0.1904761904761904,0.1690140845070422,,0.0529100529100529,0.0422535211267605,,0.1058201058201058,0.0845070422535211,,0.0423280423280423,0.0704225352112676,,0.8215,0.9166666666666666,,0.65,0.8299999999999998,,-0.00678142931664058,0.032118637752440476,0.9562289562289562,1.152028218694885,15,2,0.44565217391304346,0.13043478260869565,,0.6902173913043478,0.15760869565217392,,2.0543478260869565,0.7717391304347826,,0.021739130434782608,0.0,,0.0,0.0,,0.09782608695652174,0.0,,0.043478260869565216,0.03260869565217391,,0.0,0.0,,4.248495242049359,4.23410650459726,5.910796644040527,0.0,0.0,2.772588722239781,1.3862943611198906,0.0,0.36856055117271347,0.12260232209233235,,0.5248571545702485,0.1463564081004395,,1.1165660922847054,0.571961623757722,,0.021506205220963585,0.0,,0.0,0.0,,0.09333193979221914,0.0,,0.04255961441879593,0.032088314551500526,,0.0,0.0,,0
2025-12-01,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,185,33,24,19,14,14,10,0.1783783783783784,0.1297297297297297,0.1027027027027027,0.0756756756756756,0.0756756756756756,0.054054054054054,0.9042857142857142,0.768,76,101,370,0,3,20,4,0,0.0,0.0,0.0,2,0.2065217391304347,0.2433862433862433,0.2430884159945922,0.1576086956521739,0.1481481481481481,0.17356476864127254,0.1684782608695652,0.1904761904761904,0.19064183604795146,0.0380434782608695,0.0529100529100529,0.05244657994664073,0.1195652173913043,0.1058201058201058,0.12907277992782382,0.0380434782608695,0.0423280423280423,0.0444919887134487,0.8359090909090909,0.8215,0.8639502923976607,0.7285714285714285,0.65,0.7441666666666666,0.00946054750402578,-0.03686450425580859,1.063858695652174,0.8485349716446124,15,2,0.372972972972973,0.44324324324324327,0.3387387387387387,0.3675675675675676,0.6864864864864865,0.5045045045045045,1.9891891891891893,2.0432432432432432,1.6324324324324324,0.0,0.021621621621621623,0.018018018018018018,0.0,0.0,0.0,0.08108108108108109,0.0972972972972973,0.07747747747747748,0.016216216216216217,0.043243243243243246,0.036036036036036036,0.0,0.0,0.0,4.343805421853684,4.624972813284271,5.916202062607435,0.0,1.3862943611198906,3.044522437723423,1.6094379124341003,0.0,0.3169784419402118,0.36689283332192474,0.29172793097132466,0.31303366364919544,0.5226473627311575,0.4084636111044209,1.09500217644401,1.1129238030613655,0.9679082980042649,0.0,0.02139118998131756,0.017857617400006433,0.0,0.0,0.0,0.07796154146971186,0.09285015396346252,0.07462264020419723,0.016086137751624388,0.042334363826560736,0.03540192705091593,0.0,0.0,0.0,0
2025-12-08,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,191,45,38,33,12,27,11,0.2356020942408377,0.1989528795811518,0.1727748691099476,0.06282722513089,0.1413612565445026,0.0575916230366492,0.8170370370370371,1.0,154,66,382,0,0,9,4,0,0.0,0.0,0.0,0,0.1783783783783784,0.2065217391304347,0.22039186271682695,0.1297297297297297,0.1576086956521739,0.15356214042170355,0.1027027027027027,0.1684782608695652,0.1759895119509326,0.0756756756756756,0.0380434782608695,0.0444023507658943,0.0756756756756756,0.1195652173913043,0.10329745515497707,0.054054054054054,0.0380434782608695,0.05026468526672647,0.9042857142857142,0.8359090909090909,0.8580252525252524,0.768,0.7285714285714285,0.7361904761904762,-0.027878965922444182,-0.028143360752056312,0.8231127679403542,0.8637268847795168,15,2,0.39790575916230364,0.3612565445026178,0.3054101221640489,0.5287958115183246,0.35602094240837695,0.3909249563699826,1.9371727748691099,1.9267015706806283,1.549738219895288,0.0,0.0,0.006980802792321116,0.015706806282722512,0.0,0.0,0.10471204188481675,0.07853403141361257,0.05759162303664921,0.020942408376963352,0.015706806282722512,0.029668411867364748,0.0,0.0,0.0,5.043425116919247,4.204692619390966,5.948034989180646,0.0,0.0,2.302585092994046,1.6094379124341003,0.0,0.33497523035361965,0.30840820296889787,0.2665172612597377,0.42448037422165186,0.30455463365290786,0.3299689620754755,1.0774474774760665,1.0738760451084692,0.93599069503596,0.0,0.0,0.006956549793359997,0.015584731016698258,0.0,0.0,0.09958470542943662,0.0756027407429512,0.05599426935457488,0.02072613051711693,0.015584731016698258,0.02923682018502557,0.0,0.0,0.0,0
2025-12-15,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,190,39,27,25,14,18,9,0.2052631578947368,0.1421052631578947,0.131578947368421,0.0736842105263157,0.0947368421052631,0.0473684210526315,0.7955555555555556,0.68,57,45,380,0,0,21,4,0,0.0,0.0,0.0,0,0.2356020942408377,0.1783783783783784,0.2094287869650188,0.1989528795811518,0.1297297297297297,0.1451621911766839,0.1727748691099476,0.1027027027027027,0.15388571801615278,0.06282722513089,0.0756756756756756,0.055543068948865994,0.1413612565445026,0.0756756756756756,0.10035366629569524,0.0575916230366492,0.054054054054054,0.0448085248809886,0.8170370370370371,0.9042857142857142,0.8538982683982684,1.0,0.768,0.7155238095238095,0.06922314985142208,0.05722371586245931,1.5335951134380452,1.3207996192289386,15,2,0.8105263157894737,0.4,0.39824561403508774,0.3473684210526316,0.531578947368421,0.5192982456140351,2.0105263157894737,1.9473684210526316,1.9578947368421054,0.0,0.0,0.007017543859649122,0.0,0.015789473684210527,0.005263157894736842,0.04736842105263158,0.10526315789473684,0.09298245614035089,0.021052631578947368,0.021052631578947368,0.02631578947368421,0.0,0.0,0.0,4.060443010546419,3.828641396489095,5.942799375126701,0.0,0.0,3.091042453358316,1.6094379124341003,0.0,0.5936175852129122,0.33647223662121295,0.3352183179616192,0.29815337231907635,0.4262991950110064,0.41824854773383935,1.1021149192193118,1.0809127115687087,1.0844777777332049,0.0,0.0,0.006993035490970583,0.0,0.015666116744399407,0.0052493558861437285,0.04628075256400625,0.10008345855698253,0.08891015795885732,0.020834086902841987,0.020834086902841987,0.025975486403260657,0.0,0.0,0.0,0
2025-12-22,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,300,72,50,43,29,32,18,0.24,0.1666666666666666,0.1433333333333333,0.0966666666666666,0.1066666666666666,0.06,0.849375,0.6461111111111111,54,29,600,0,17,23,28,0,0.0,0.0,0.0,5,0.2052631578947368,0.2356020942408377,0.20683407058321693,0.1421052631578947,0.1989528795811518,0.1620971016543518,0.131578947368421,0.1727748691099476,0.14798527756073848,0.0736842105263157,0.06282722513089,0.05884879302247836,0.0947368421052631,0.1413612565445026,0.11220071653716084,0.0473684210526315,0.0575916230366492,0.049896385117190904,0.7955555555555556,0.8170370370370371,0.8524106140772808,0.68,1.0,0.8321904761904761,-0.056847616423257086,-0.03033893634610091,0.7142659279778393,0.8712280701754384,15,2,0.19,0.5133333333333333,0.33222222222222225,0.15,0.22,0.26111111111111107,1.2666666666666666,1.2733333333333334,1.2444444444444445,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.07,0.03,0.048888888888888885,0.013333333333333334,0.013333333333333334,0.012222222222222221,0.0,0.0,0.0,4.007333185232471,3.4011973816621555,6.398594934535208,0.0,2.8903717578961645,3.1780538303479458,3.367295829986474,0.0,0.173953307123438,0.4143147233851469,0.28684839170320353,0.13976194237515868,0.1988508587451652,0.23199316659119226,0.8183103235139513,0.8212471831872611,0.8084580270709397,0.0,0.0,0.0,0.0,0.0,0.0033277900926746693,0.06765864847381481,0.0295588022415444,0.047731402821189935,0.01324522675002064,0.01324522675002064,0.012148133935647568,0.0,0.0,0.0,1
2025-12-29,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,292,82,61,59,23,42,19,0.2808219178082192,0.2089041095890411,0.2020547945205479,0.0787671232876712,0.1438356164383561,0.0650684931506849,0.7257142857142856,0.8652631578947367,77,22,592,0,22,29,22,0,0.0,0.0,0.0,4,0.24,0.2052631578947368,0.20641454350465097,0.1666666666666666,0.1421052631578947,0.1569292908229254,0.1433333333333333,0.131578947368421,0.13568550639369045,0.0966666666666666,0.0736842105263157,0.07072903711096044,0.1066666666666666,0.0947368421052631,0.10392459144181378,0.06,0.0473684210526315,0.05300469938111157,0.849375,0.7955555555555556,0.8389594356261023,0.6461111111111111,0.68,0.816,0.024561403508771895,0.034736842105263205,1.1728395061728394,1.1692307692307695,15,2,0.18493150684931506,0.1952054794520548,0.3276255707762557,0.09931506849315068,0.1541095890410959,0.24200913242009134,2.0547945205479454,1.3013698630136987,1.2922374429223744,0.0,0.0,0.0,0.05821917808219178,0.0,0.003424657534246575,0.07876712328767123,0.07191780821917808,0.05707762557077626,0.0958904109589041,0.0136986301369863,0.0136986301369863,0.0,0.0,0.0,4.356708826689592,3.1354942159291497,6.385194398997726,0.0,3.1354942159291497,3.4011973816621555,3.1354942159291497,0.0,0.1696849727894425,0.17831811993414542,0.283392061582273,0.0946873208617341,0.14332912808408,0.21673033647949652,1.1167123303117277,0.8335045382548678,0.8295283898752284,0.0,0.0,0.0,0.05658747462946371,0.0,0.003418806748785558,0.0758188365573513,0.06944938827187147,0.05550814370978795,0.09156719352549048,0.013605652055778624,0.013605652055778624,0.0,0.0,0.0,1
2026-01-05,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,190,41,35,32,9,23,12,0.2157894736842105,0.1842105263157894,0.1684210526315789,0.0473684210526315,0.1210526315789473,0.0631578947368421,0.9782608695652174,0.8075000000000001,68,28,380,0,4,15,16,0,0.0,0.0,0.0,0,0.2808219178082192,0.24,0.2269550840451915,0.2089041095890411,0.1666666666666666,0.1692416031352377,0.2020547945205479,0.1433333333333333,0.14922904993723396,0.0787671232876712,0.0966666666666666,0.07772603410795743,0.1438356164383561,0.1066666666666666,0.1142549217721441,0.0650684931506849,0.06,0.054986681363093565,0.7257142857142856,0.849375,0.8206558641975309,0.8652631578947367,0.6461111111111111,0.7753703703703704,0.042237442922374496,0.0408219178082192,1.2534246575342471,1.1700913242009134,15,2,0.4052631578947368,0.28421052631578947,0.4649122807017544,0.11578947368421053,0.15263157894736842,0.24561403508771928,3.1157894736842104,3.1578947368421053,2.389473684210526,0.0,0.0,0.0,0.11578947368421053,0.08947368421052632,0.029824561403508774,0.15263157894736842,0.12105263157894737,0.09298245614035089,0.11578947368421053,0.14736842105263157,0.06315789473684211,0.0,0.0,0.0,4.23410650459726,3.367295829986474,5.942799375126701,0.0,1.6094379124341003,2.772588722239781,2.833213344056216,0.0,0.34022458623976337,0.2501441531327157,0.38179536402225966,0.1095622025115263,0.14204765765601468,0.21962860920676525,1.4148306683848249,1.425008873300581,1.2206746539438675,0.0,0.0,0.0,0.1095622025115263,0.08569472110488292,0.029388458999500617,0.14204765765601468,0.11426809354893896,0.08891015795885732,0.1095622025115263,0.13747099062860285,0.06124362524071862,0.0,0.0,0.0,0
