experiment_date,treatment,source,ops_type_merged,city_group,trip_cnt_per_user,nonrepeat_cnt_per_user,log1p_user_cnt,avg_rainy_day,avg_rainy_weekday,avg_rainy_weekend,mgm_day,has_national_holiday,trip_cnt_per_user_lag1,trip_cnt_per_user_lag1_isna,trip_cnt_per_user_lag2,trip_cnt_per_user_lag2_isna,trip_cnt_per_user_roll4,trip_cnt_per_user_roll4_isna,nonrepeat_cnt_per_user_lag1,nonrepeat_cnt_per_user_lag1_isna,nonrepeat_cnt_per_user_lag2,nonrepeat_cnt_per_user_lag2_isna,nonrepeat_cnt_per_user_roll4,nonrepeat_cnt_per_user_roll4_isna,weekday_nonrepeat_cnt_per_user_lag1,weekday_nonrepeat_cnt_per_user_lag1_isna,weekday_nonrepeat_cnt_per_user_lag2,weekday_nonrepeat_cnt_per_user_lag2_isna,weekday_nonrepeat_cnt_per_user_roll4,weekday_nonrepeat_cnt_per_user_roll4_isna,weekend_nonrepeat_cnt_per_user_lag1,weekend_nonrepeat_cnt_per_user_lag1_isna,weekend_nonrepeat_cnt_per_user_lag2,weekend_nonrepeat_cnt_per_user_lag2_isna,weekend_nonrepeat_cnt_per_user_roll4,weekend_nonrepeat_cnt_per_user_roll4_isna,weekday_trip_cnt_per_user_lag1,weekday_trip_cnt_per_user_lag1_isna,weekday_trip_cnt_per_user_lag2,weekday_trip_cnt_per_user_lag2_isna,weekday_trip_cnt_per_user_roll4,weekday_trip_cnt_per_user_roll4_isna,weekend_trip_cnt_per_user_lag1,weekend_trip_cnt_per_user_lag1_isna,weekend_trip_cnt_per_user_lag2,weekend_trip_cnt_per_user_lag2_isna,weekend_trip_cnt_per_user_roll4,weekend_trip_cnt_per_user_roll4_isna,weekday_match_rate_lag1,weekday_match_rate_lag1_isna,weekday_match_rate_lag2,weekday_match_rate_lag2_isna,weekday_match_rate_roll4,weekday_match_rate_roll4_isna,weekend_match_rate_lag1,weekend_match_rate_lag1_isna,weekend_match_rate_lag2,weekend_match_rate_lag2_isna,weekend_match_rate_roll4,weekend_match_rate_roll4_isna,log_coupon_BD_total_per_user_lag1,log_coupon_BD_total_per_user_lag1_isna,log_coupon_BD_total_per_user_lag2,log_coupon_BD_total_per_user_lag2_isna,log_coupon_BD_total_per_user_roll4,log_coupon_BD_total_per_user_roll4_isna,log_coupon_CDP_total_per_user_lag1,log_coupon_CDP_total_per_user_lag1_isna,log_coupon_CDP_total_per_user_lag2,log_coupon_CDP_total_per_user_lag2_isna,log_coupon_CDP_total_per_user_roll4,log_coupon_CDP_total_per_user_roll4_isna,log_coupon_folk_total_per_user_lag1,log_coupon_folk_total_per_user_lag1_isna,log_coupon_folk_total_per_user_lag2,log_coupon_folk_total_per_user_lag2_isna,log_coupon_folk_total_per_user_roll4,log_coupon_folk_total_per_user_roll4_isna,log_coupon_growth_other_total_per_user_lag1,log_coupon_growth_other_total_per_user_lag1_isna,log_coupon_growth_other_total_per_user_lag2,log_coupon_growth_other_total_per_user_lag2_isna,log_coupon_growth_other_total_per_user_roll4,log_coupon_growth_other_total_per_user_roll4_isna,log_coupon_MGM_total_per_user_lag1,log_coupon_MGM_total_per_user_lag1_isna,log_coupon_MGM_total_per_user_lag2,log_coupon_MGM_total_per_user_lag2_isna,log_coupon_MGM_total_per_user_roll4,log_coupon_MGM_total_per_user_roll4_isna,log_coupon_MKT_total_per_user_lag1,log_coupon_MKT_total_per_user_lag1_isna,log_coupon_MKT_total_per_user_lag2,log_coupon_MKT_total_per_user_lag2_isna,log_coupon_MKT_total_per_user_roll4,log_coupon_MKT_total_per_user_roll4_isna,log_coupon_register_total_per_user_lag1,log_coupon_register_total_per_user_lag1_isna,log_coupon_register_total_per_user_lag2,log_coupon_register_total_per_user_lag2_isna,log_coupon_register_total_per_user_roll4,log_coupon_register_total_per_user_roll4_isna,log_coupon_daily_total_per_user_lag1,log_coupon_daily_total_per_user_lag1_isna,log_coupon_daily_total_per_user_lag2,log_coupon_daily_total_per_user_lag2_isna,log_coupon_daily_total_per_user_roll4,log_coupon_daily_total_per_user_roll4_isna,log_coupon_total_per_user_lag1,log_coupon_total_per_user_lag1_isna,log_coupon_total_per_user_lag2,log_coupon_total_per_user_lag2_isna,log_coupon_total_per_user_roll4,log_coupon_total_per_user_roll4_isna,delta_trip_per_user,delta_nonrepeat_per_user
2025-11-03,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,0.2176165803108808,0.2746113989637305,5.267858159063328,0.0,0.0,0.0,0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
2025-11-10,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,0.1549295774647887,0.2112676056338028,4.276666119016055,0.2448979591836734,0.2285714285714286,0.0,0,0,0.2176165803108808,0,0.0,1,0.0,1,0.2746113989637305,0,0.0,1,0.0,1,0.2124352331606217,0,0.0,1,0.0,1,0.0621761658031088,0,0.0,1,0.0,1,0.1968911917098445,0,0.0,1,0.0,1,0.0207253886010362,0,0.0,1,0.0,1,0.8536842105263157,0,0.0,1,0.0,1,0.7525000000000001,0,0.0,1,0.0,1,0.35408090876168574,0,0.0,1,0.0,1,0.49621158497239504,0,0.0,1,0.0,1,1.0986122886681098,0,0.0,1,0.0,1,0.030614635819606842,0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,1,0.12180487388420344,0,0.0,1,0.0,1,0.030614635819606842,0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,1,1.4490502061512944,0,0.0,1,0.0,1,0.2176165803108808,0.2746113989637305
2025-11-17,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,0.1481481481481481,0.2433862433862433,5.247024072160486,0.0,0.0,0.0,0,0,0.1549295774647887,0,0.2176165803108808,0,0.18627307888783473,0,0.2112676056338028,0,0.2746113989637305,0,0.24293950229876665,0,0.1690140845070422,0,0.2124352331606217,0,0.19072465883383194,0,0.0422535211267605,0,0.0621761658031088,0,0.05221484346493465,0,0.0845070422535211,0,0.1968911917098445,0,0.1406991169816828,0,0.0704225352112676,0,0.0207253886010362,0,0.0455739619061519,0,0.9166666666666666,0,0.8536842105263157,0,0.8851754385964912,0,0.8299999999999998,0,0.7525000000000001,0,0.79125,0,0.2911970145592254,0,0.35408090876168574,0,0.3226389616604556,0,0.34249030894677596,0,0.49621158497239504,0,0.4193509469595855,0,1.0986122886681098,0,1.0986122886681098,0,1.0986122886681098,0,0.0,0,0.030614635819606842,0,0.015307317909803421,0,0.0,0,0.0,0,0.0,0,0.0,0,0.12180487388420344,0,0.06090243694210172,0,0.08112554481236842,0,0.030614635819606842,0,0.05587009031598763,0,0.0,0,0.0,0,0.0,0,1.3431221892546819,0,1.4490502061512944,0,1.3960861977029881,0,-0.0626870028460921,-0.06334379332992768
2025-11-24,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,0.1576086956521739,0.2065217391304347,5.220355825078324,0.0,0.0,0.0,5,0,0.1481481481481481,0,0.1549295774647887,0,0.17356476864127254,0,0.2433862433862433,0,0.2112676056338028,0,0.2430884159945922,0,0.1904761904761904,0,0.1690140845070422,0,0.19064183604795146,0,0.0529100529100529,0,0.0422535211267605,0,0.05244657994664073,0,0.1058201058201058,0,0.0845070422535211,0,0.12907277992782382,0,0.0423280423280423,0,0.0704225352112676,0,0.0444919887134487,0,0.8215,0,0.9166666666666666,0,0.8639502923976607,0,0.65,0,0.8299999999999998,0,0.7441666666666666,0,0.3603718058200585,0,0.2911970145592254,0,0.3352165763803232,0,0.5139951985272697,0,0.34249030894677596,0,0.4508990308154803,0,1.0986122886681098,0,1.0986122886681098,0,1.0986122886681098,0,0.020943173845243173,0,0.0,0,0.017185936554950005,0,0.0,0,0.0,0,0.0,0,0.09097177820572669,0,0.0,0,0.07092555069664337,0,0.04145671367834613,0,0.08112554481236842,0,0.05106563143677379,0,0.0,0,0.0,0,0.0,0,1.4503367274469858,0,1.3431221892546819,0,1.4141697076176538,0,-0.00678142931664058,0.032118637752440476
2025-12-01,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,0.1297297297297297,0.1783783783783784,5.225746673713202,0.0,0.0,0.0,2,0,0.1576086956521739,0,0.1481481481481481,0,0.16957575039399786,0,0.2065217391304347,0,0.2433862433862433,0,0.23394674677855282,0,0.1684782608695652,0,0.1904761904761904,0,0.18510094225335488,0,0.0380434782608695,0,0.0529100529100529,0,0.048845804525197926,0,0.1195652173913043,0,0.1058201058201058,0,0.12669588929369394,0,0.0380434782608695,0,0.0423280423280423,0,0.042879861100303895,0,0.8359090909090909,0,0.8215,0,0.8569399920255183,0,0.7285714285714285,0,0.65,0,0.7402678571428571,0,0.3184537311185346,0,0.3603718058200585,0,0.3310258650648761,0,0.31449332990243767,0,0.5139951985272697,0,0.4167976055872196,0,1.0986122886681098,0,1.0986122886681098,0,1.0986122886681098,0,0.0,0,0.020943173845243173,0,0.012889452416212505,0,0.0,0,0.0,0,0.0,0,0.07836906711550677,0,0.09097177820572669,0,0.07278642980135923,0,0.016172859245601006,0,0.04145671367834613,0,0.0423424383889806,0,0.0,0,0.0,0,0.0,0,1.3460949082875873,0,1.4503367274469858,0,1.3971510077851375,0,0.00946054750402578,-0.03686450425580859
2025-12-08,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,0.1989528795811518,0.2356020942408377,5.2574953720277815,0.0,0.0,0.0,0,0,0.1297297297297297,0,0.1576086956521739,0,0.1476040377487101,0,0.1783783783783784,0,0.2065217391304347,0,0.20988849163221482,0,0.1027027027027027,0,0.1684782608695652,0,0.1576678096388751,0,0.0756756756756756,0,0.0380434782608695,0,0.052220681993339624,0,0.0756756756756756,0,0.1195652173913043,0,0.09639201028515171,0,0.054054054054054,0,0.0380434782608695,0,0.05121202746355835,0,0.9042857142857142,0,0.8359090909090909,0,0.8695903679653679,0,0.768,0,0.7285714285714285,0,0.7441428571428571,0,0.34416458224436863,0,0.3184537311185346,0,0.3285467834355468,0,0.43563598574152773,0,0.31449332990243767,0,0.4016537057795028,0,1.0986122886681098,0,1.0986122886681098,0,1.0986122886681098,0,0.0,0,0.0,0,0.005235793461310793,0,0.016086137751624388,0,0.0,0,0.004021534437906097,0,0.10265415406008337,0,0.07836906711550677,0,0.0679987498453292,0,0.02139118998131756,0,0.016172859245601006,0,0.04003657692940828,0,0.0,0,0.0,0,0.0,0,1.411645952317305,0,1.3460949082875873,0,1.3877999443266398,0,-0.027878965922444182,-0.028143360752056312
2025-12-15,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,0.1421052631578947,0.2052631578947368,5.25227342804663,0.0,0.0,0.0,0,0,0.1989528795811518,0,0.1297297297297297,0,0.15860986327780088,0,0.2356020942408377,0,0.1783783783783784,0,0.21597211378397352,0,0.1727748691099476,0,0.1027027027027027,0,0.1586080057896015,0,0.06282722513089,0,0.0756756756756756,0,0.057364107994372,0,0.1413612565445026,0,0.0756756756756756,0,0.11060556385789708,0,0.0575916230366492,0,0.054054054054054,0,0.04800429941990375,0,0.8170370370370371,0,0.9042857142857142,0,0.8446829605579605,0,1.0,0,0.768,0,0.7866428571428571,0,0.59127098898473,0,0.34416458224436863,0,0.40356527704192297,0,0.2968026568485899,0,0.43563598574152773,0,0.39023179275495623,0,1.0986122886681098,0,1.0986122886681098,0,1.0986122886681098,0,0.0,0,0.0,0,0.005235793461310793,0,0.0,0,0.016086137751624388,0,0.004021534437906097,0,0.046043938501406804,0,0.10265415406008337,0,0.07950973447068091,0,0.02072613051711693,0,0.02139118998131756,0,0.024936723355595408,0,0.0,0,0.0,0,0.0,0,1.4398103144599985,0,1.411645952317305,0,1.4119719756279692,0,0.06922314985142208,0.05722371586245931
2025-12-22,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,0.1666666666666666,0.24,5.707110264748875,0.0,0.0,0.0,5,1,0.1421052631578947,0,0.1989528795811518,0,0.15709914203023753,0,0.2052631578947368,0,0.2356020942408377,0,0.2064413424110969,0,0.131578947368421,0,0.1727748691099476,0,0.1438836950126591,0,0.0736842105263157,0,0.06282722513089,0,0.0625576473984377,0,0.0947368421052631,0,0.1413612565445026,0,0.1078347479291864,0,0.0473684210526315,0,0.0575916230366492,0,0.049264394101051046,0,0.7955555555555556,0,0.8170370370370371,0,0.8381968494468495,0,0.68,0,1.0,0,0.7941428571428572,0,0.262364264467491,0,0.59127098898473,0,0.37906339170378106,0,0.21256144198367283,0,0.2968026568485899,0,0.31487335361905705,0,1.0986122886681098,0,1.0986122886681098,0,1.0986122886681098,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.004021534437906097,0,0.10483406131558035,0,0.046043938501406804,0,0.08297530524814432,0,0.020834086902841987,0,0.02072613051711693,0,0.01978106666171937,0,0.0,0,0.0,0,0.0,0,1.2997613386000377,0,1.4398103144599985,0,1.3743281284162323,0,-0.056847616423257086,-0.03033893634610091
2025-12-29,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,0.2089041095890411,0.2808219178082192,5.680172609017068,0.0,0.0,0.0,4,1,0.1666666666666666,0,0.1421052631578947,0,0.1593636347838607,0,0.24,0,0.2052631578947368,0,0.21481090762848823,0,0.1433333333333333,0,0.131578947368421,0,0.13759746312860113,0,0.0966666666666666,0,0.0736842105263157,0,0.07721344449988697,0,0.1066666666666666,0,0.0947368421052631,0,0.10461011024802698,0,0.06,0,0.0473684210526315,0,0.05475352453583367,0,0.849375,0,0.7955555555555556,0,0.8415633267195768,0,0.6461111111111111,0,0.68,0,0.7735277777777777,0,0.16551443847757338,0,0.262364264467491,0,0.34082856854354077,0,0.09227527610917083,0,0.21256144198367283,0,0.2593188401707403,0,1.0986122886681098,0,1.0986122886681098,0,1.0986122886681098,0,0.0,0,0.0,0,0.0,0,0.055119299221079554,0,0.0,0,0.017801359243175986,0,0.07386984856645548,0,0.10483406131558035,0,0.0818505006108815,0,0.08923113372794268,0,0.020834086902841987,0,0.038045635282304785,0,0.0,0,0.0,0,0.0,0,1.25371489622075,0,1.2997613386000377,0,1.351233125399523,0,0.024561403508771895,0.034736842105263205
2026-01-05,15x2元1張,隨機組,14天在其他尖峰預估車資,中區,0.1842105263157894,0.2157894736842105,5.25227342804663,0.0,0.0,0.0,0,0,0.2089041095890411,0,0.1666666666666666,0,0.17915722974868853,0,0.2808219178082192,0,0.24,0,0.24042179248594842,0,0.2020547945205479,0,0.1433333333333333,0,0.16243548608306246,0,0.0787671232876712,0,0.0966666666666666,0,0.07798630640288587,0,0.1438356164383561,0,0.1066666666666666,0,0.1216500954386971,0,0.0650684931506849,0,0.06,0,0.057507134309991395,0,0.7257142857142856,0,0.849375,0,0.7969204695767196,0,0.8652631578947367,0,0.6461111111111111,0,0.797843567251462,0,0.23404284177224544,0,0.16551443847757338,0,0.31329813342551,0,0.07263918363997161,0,0.09227527610917083,0,0.1685696396453513,0,1.1077032603693617,0,1.0986122886681098,0,1.1008850315934227,0,0.0,0,0.0,0,0.0,0,0.07263918363997161,0,0.055119299221079554,0,0.031939620715262795,0,0.0946873208617341,0,0.07386984856645548,0,0.07985879231129418,0,0.07263918363997161,0,0.08923113372794268,0,0.0508576336969683,0,0.0,0,0.0,0,0.0,0,1.285489661997925,0,1.25371489622075,0,1.3196940528196779,0,0.042237442922374496,0.0408219178082192
