experiment_date,treatment,source,ops_type_merged,city_group,user_cnt,nonrepeat_cnt,trip_cnt,weekday_nonrepeat_cnt,weekend_nonrepeat_cnt,weekday_trip_cnt,weekend_trip_cnt,nonrepeat_cnt_per_user,trip_cnt_per_user,weekday_nonrepeat_cnt_per_user,weekend_nonrepeat_cnt_per_user,weekday_trip_cnt_per_user,weekend_trip_cnt_per_user,weekday_match_rate,weekend_match_rate,coupon_BD_total,coupon_CDP_total,coupon_folk_total,coupon_growth_other_total,coupon_MGM_total,coupon_MKT_total,coupon_register_total,coupon_daily_total,avg_rainy_day,avg_rainy_weekday,avg_rainy_weekend,mgm_day
2025-10-13,20元1張,隨機組,養成Regular-高優惠敏感,中區,152,28,24,17,11,15,9,0.18421052631578946,0.15789473684210525,0.1118421052631579,0.07236842105263158,0.09868421052631579,0.05921052631578947,0.9099999999999999,0.9022222222222224,36,128,152,0,0,0,0,0,0.04081632653061223,0.0,0.0,0
2025-10-13,20元1張,隨機組,養成Regular-高優惠敏感,北區,639,93,61,62,31,45,16,0.14553990610328638,0.09546165884194054,0.09702660406885759,0.048513302034428794,0.07042253521126761,0.025039123630672927,0.8237777777777778,0.646875,220,553,639,0,0,1,1,1,0.2321428571428571,0.0,0.1875,0
2025-10-13,20元1張,隨機組,養成Regular-高優惠敏感,南區,162,16,15,13,3,10,5,0.09876543209876543,0.09259259259259259,0.08024691358024691,0.018518518518518517,0.06172839506172839,0.030864197530864196,0.9149999999999998,1.0,55,111,162,0,0,0,0,0,0.0714285714285714,0.0,0.0,0
2025-10-13,30元1張,隨機組,14天在其他尖峰預估車資,中區,380,68,51,51,17,31,20,0.17894736842105263,0.13421052631578947,0.13421052631578947,0.04473684210526316,0.08157894736842106,0.05263157894736842,0.8109677419354839,0.7035,73,286,380,2,0,2,30,0,0.04081632653061223,0.0,0.0,0
2025-10-13,30元1張,隨機組,14天在其他尖峰預估車資,北區,1466,387,271,267,120,180,91,0.26398362892223737,0.18485675306957708,0.18212824010914053,0.08185538881309687,0.12278308321964529,0.06207366984993179,0.8531666666666666,0.6536263736263737,411,1339,1466,8,0,8,48,0,0.2321428571428571,0.0,0.1875,0
2025-10-13,30元1張,隨機組,14天在其他尖峰預估車資,南區,382,64,49,41,23,30,19,0.16753926701570682,0.12827225130890052,0.10732984293193717,0.060209424083769635,0.07853403141361257,0.049738219895287955,0.928,0.7221052631578948,37,258,382,0,0,2,13,0,0.047619047619047596,0.0,0.0,0
2025-10-13,30元1張,隨機組,14天在晚尖峰預估車資,中區,128,22,17,12,10,12,5,0.171875,0.1328125,0.09375,0.078125,0.09375,0.0390625,0.8083333333333332,0.8640000000000001,26,67,128,0,0,0,9,0,0.04081632653061223,0.0,0.0,0
2025-10-13,30元1張,隨機組,14天在晚尖峰預估車資,北區,479,123,88,85,38,52,36,0.2567849686847599,0.1837160751565762,0.17745302713987474,0.07933194154488518,0.10855949895615867,0.07515657620041753,0.7938461538461539,0.825,103,390,479,2,0,1,24,0,0.2321428571428571,0.0,0.1875,0
2025-10-13,30元1張,隨機組,14天在晚尖峰預估車資,南區,110,16,12,12,4,6,6,0.14545454545454545,0.10909090909090909,0.10909090909090909,0.03636363636363636,0.05454545454545454,0.05454545454545454,0.86,0.9166666666666666,30,48,110,0,0,0,10,0,0.0714285714285714,0.0,0.0,0
2025-10-13,30元1張,隨機組,90天在尖峰預估車資,中區,706,51,31,36,15,19,12,0.07223796033994334,0.043909348441926344,0.05099150141643059,0.021246458923512748,0.026912181303116147,0.0169971671388102,0.7763157894736842,0.55,70,298,706,0,0,1,16,0,0.04081632653061223,0.0,0.0,0
2025-10-13,30元1張,隨機組,90天在尖峰預估車資,北區,1958,174,118,110,64,61,57,0.0888661899897855,0.0602655771195097,0.056179775280898875,0.03268641470888662,0.03115423901940756,0.029111338100102146,0.8403278688524591,0.7107017543859648,203,816,1958,12,0,4,42,0,0.2321428571428571,0.0,0.1875,0
2025-10-13,30元1張,隨機組,90天在尖峰預估車資,南區,651,50,30,29,21,15,15,0.07680491551459294,0.04608294930875576,0.0445468509984639,0.03225806451612903,0.02304147465437788,0.02304147465437788,0.838,0.6839999999999999,82,180,651,0,0,1,14,0,0.047619047619047596,0.0,0.0,0
2025-10-13,30元1張,隨機組,喚回-其他,中區,544,25,19,15,10,11,8,0.04595588235294118,0.034926470588235295,0.027573529411764705,0.01838235294117647,0.02022058823529412,0.014705882352941176,1.0,0.5625,45,187,544,6,0,0,0,0,0.04081632653061223,0.0,0.0,0
2025-10-13,30元1張,隨機組,喚回-其他,北區,1907,165,116,113,52,63,53,0.08652333508127949,0.06082852648138437,0.05925537493445202,0.027267960146827478,0.03303618248557944,0.02779234399580493,0.9017460317460317,0.6654716981132075,171,973,1907,6,0,16,3,1,0.2321428571428571,0.0,0.1875,0
2025-10-13,30元1張,隨機組,喚回-其他,南區,583,49,36,28,21,11,25,0.08404802744425385,0.06174957118353345,0.048027444253859346,0.036020583190394515,0.018867924528301886,0.04288164665523156,0.85,0.7704000000000001,15,202,583,0,0,0,4,0,0.05714285714285712,0.0,0.0,0
2025-10-13,30元1張,隨機組,喚回-高優惠敏感,中區,76,10,9,6,4,9,0,0.13157894736842105,0.11842105263157894,0.07894736842105263,0.05263157894736842,0.11842105263157894,0.0,1.0,,5,42,76,0,0,0,0,0,0.02857142857142856,0.0,0.0,0
2025-10-13,30元1張,隨機組,喚回-高優惠敏感,北區,210,26,19,18,8,12,7,0.12380952380952381,0.09047619047619047,0.08571428571428572,0.0380952380952381,0.05714285714285714,0.03333333333333333,0.8883333333333333,0.8714285714285713,20,151,210,0,0,0,0,0,0.2321428571428571,0.0,0.1875,0
2025-10-13,30元1張,隨機組,喚回-高優惠敏感,南區,68,10,10,9,1,9,1,0.14705882352941177,0.14705882352941177,0.1323529411764706,0.014705882352941176,0.1323529411764706,0.014705882352941176,1.0,1.0,10,45,68,0,0,0,0,0,0.0714285714285714,0.0,0.0,0
2025-10-13,30元1張,隨機組,既有regular鞏固,中區,378,83,74,58,25,36,38,0.21957671957671956,0.19576719576719576,0.15343915343915343,0.06613756613756613,0.09523809523809523,0.10052910052910052,0.9513888888888888,0.8626315789473684,81,317,378,0,0,0,0,0,0.023809523809523798,0.0,0.0,0
2025-10-13,30元1張,隨機組,既有regular鞏固,北區,1417,416,319,252,164,210,109,0.29357798165137616,0.22512350035285816,0.17784050811573748,0.11573747353563868,0.14820042342978124,0.07692307692307693,0.9144285714285716,0.7050458715596329,362,1587,1417,12,0,18,0,1,0.2321428571428571,0.0,0.1875,0
2025-10-13,30元1張,隨機組,既有regular鞏固,南區,382,86,64,52,34,36,28,0.225130890052356,0.16753926701570682,0.13612565445026178,0.08900523560209424,0.09424083769633508,0.07329842931937172,0.8569444444444445,0.6889285714285714,83,270,382,0,0,1,0,1,0.0714285714285714,0.0,0.0,0
2025-10-13,30元1張,隨機組,養成Regular-其他,中區,196,43,27,28,15,11,16,0.2193877551020408,0.1377551020408163,0.14285714285714285,0.07653061224489796,0.05612244897959184,0.08163265306122448,0.7136363636363637,0.835,62,88,196,2,0,0,8,0,0.04081632653061223,0.0,0.0,0
2025-10-13,30元1張,隨機組,養成Regular-其他,北區,622,77,53,48,29,34,19,0.12379421221864952,0.08520900321543408,0.07717041800643087,0.04662379421221865,0.05466237942122187,0.03054662379421222,0.8664705882352941,0.638421052631579,134,281,622,0,0,1,12,0,0.2321428571428571,0.0,0.1875,0
2025-10-13,30元1張,隨機組,養成Regular-其他,南區,156,20,18,16,4,13,5,0.1282051282051282,0.11538461538461539,0.10256410256410256,0.02564102564102564,0.08333333333333333,0.03205128205128205,0.9323076923076924,0.9,55,76,156,2,0,0,4,0,0.0714285714285714,0.0,0.0,0
2025-10-13,30元1張,隨機組,養成Regular-高優惠敏感,中區,181,33,28,17,16,17,11,0.18232044198895028,0.15469613259668508,0.09392265193370165,0.08839779005524862,0.09392265193370165,0.06077348066298342,0.8547058823529412,1.0,69,143,181,2,0,0,0,0,0.047619047619047596,0.0,0.0,0
2025-10-13,30元1張,隨機組,養成Regular-高優惠敏感,北區,640,131,96,72,59,47,49,0.2046875,0.15,0.1125,0.0921875,0.0734375,0.0765625,0.8382978723404256,0.7644897959183674,211,579,640,0,0,2,6,0,0.2321428571428571,0.0,0.1875,0
2025-10-13,30元1張,隨機組,養成Regular-高優惠敏感,南區,169,16,10,10,6,6,4,0.09467455621301775,0.05917159763313609,0.05917159763313609,0.03550295857988166,0.03550295857988166,0.023668639053254437,0.8833333333333333,0.625,50,105,169,0,0,0,1,0,0.0714285714285714,0.0,0.0,0
2025-10-13,40元1張,隨機組,14天在其他尖峰預估車資,中區,377,78,62,51,27,43,19,0.20689655172413793,0.16445623342175067,0.13527851458885942,0.07161803713527852,0.11405835543766578,0.050397877984084884,0.9225581395348837,0.7726315789473684,91,267,377,0,0,1,19,0,0.04081632653061223,0.0,0.0,0
2025-10-13,40元1張,隨機組,14天在其他尖峰預估車資,北區,1518,438,313,286,152,194,119,0.2885375494071146,0.20619235836627142,0.18840579710144928,0.10013175230566534,0.12779973649538867,0.07839262187088274,0.8573711340206186,0.7,336,1377,1518,6,0,8,63,0,0.2321428571428571,0.0,0.1875,0
2025-10-13,40元1張,隨機組,14天在其他尖峰預估車資,南區,399,78,57,55,23,38,19,0.19548872180451127,0.14285714285714285,0.13784461152882205,0.05764411027568922,0.09523809523809523,0.047619047619047616,0.8628947368421054,0.6510526315789474,87,268,399,1,0,0,19,0,0.047619047619047596,0.0,0.0,0
2025-10-13,40元1張,隨機組,14天在晚尖峰預估車資,中區,145,35,26,19,16,11,15,0.2413793103448276,0.1793103448275862,0.1310344827586207,0.1103448275862069,0.07586206896551724,0.10344827586206896,0.8663636363636363,0.896,17,86,145,0,0,0,10,0,0.023809523809523798,0.0,0.0,0
2025-10-13,40元1張,隨機組,14天在晚尖峰預估車資,北區,451,110,74,90,20,54,20,0.24390243902439024,0.164079822616408,0.19955654101995565,0.04434589800443459,0.1197339246119734,0.04434589800443459,0.7725925925925926,0.704,113,316,451,0,0,3,24,0,0.2321428571428571,0.0,0.1875,0
2025-10-13,40元1張,隨機組,14天在晚尖峰預估車資,南區,131,37,26,29,8,19,7,0.2824427480916031,0.1984732824427481,0.22137404580152673,0.061068702290076333,0.1450381679389313,0.05343511450381679,0.8736842105263158,0.6399999999999999,49,73,131,0,0,0,12,0,0.05714285714285712,0.0,0.0,0
2025-10-13,40元1張,隨機組,90天在尖峰預估車資,中區,710,41,28,29,12,15,13,0.057746478873239436,0.03943661971830986,0.04084507042253521,0.016901408450704224,0.02112676056338028,0.018309859154929577,0.7573333333333333,0.7853846153846153,74,263,710,2,0,1,6,0,0.04081632653061223,0.0,0.0,0
2025-10-13,40元1張,隨機組,90天在尖峰預估車資,北區,1972,175,115,110,65,71,44,0.08874239350912778,0.05831643002028398,0.055780933062880324,0.03296146044624747,0.03600405679513185,0.02231237322515213,0.8487323943661972,0.630909090909091,155,927,1972,4,0,9,36,0,0.2321428571428571,0.0,0.1875,0
2025-10-13,40元1張,隨機組,90天在尖峰預估車資,南區,654,45,34,32,13,19,15,0.06880733944954129,0.05198776758409786,0.04892966360856269,0.019877675840978593,0.0290519877675841,0.022935779816513763,0.8426315789473683,0.69,35,227,654,2,0,1,7,0,0.047619047619047596,0.0,0.0,0
2025-10-13,40元1張,隨機組,喚回-其他,中區,495,47,33,32,15,16,17,0.09494949494949495,0.06666666666666667,0.06464646464646465,0.030303030303030304,0.03232323232323232,0.03434343434343434,0.8043750000000001,0.8517647058823529,34,169,495,2,0,0,4,0,0.04081632653061223,0.0,0.0,0
2025-10-13,40元1張,隨機組,喚回-其他,北區,1862,148,102,85,63,58,44,0.079484425349087,0.05477980665950591,0.04564983888292159,0.03383458646616541,0.031149301825993556,0.023630504833512353,0.8605172413793104,0.6370454545454545,127,946,1862,2,0,1,11,0,0.2321428571428571,0.0,0.1875,0
2025-10-13,40元1張,隨機組,喚回-其他,南區,584,46,38,30,16,20,18,0.07876712328767123,0.06506849315068493,0.05136986301369863,0.0273972602739726,0.03424657534246575,0.030821917808219176,0.9099999999999999,0.8311111111111111,42,205,584,0,0,0,0,0,0.05714285714285712,0.0,0.0,0
2025-10-13,40元1張,隨機組,喚回-高優惠敏感,中區,85,7,6,6,1,4,2,0.08235294117647059,0.07058823529411765,0.07058823529411765,0.011764705882352941,0.047058823529411764,0.023529411764705882,1.0,0.75,0,61,85,0,0,0,0,0,0.047619047619047596,0.0,0.0,0
2025-10-13,40元1張,隨機組,喚回-高優惠敏感,北區,220,32,25,17,15,8,17,0.14545454545454545,0.11363636363636363,0.07727272727272727,0.06818181818181818,0.03636363636363636,0.07727272727272727,0.9,0.7382352941176471,18,148,220,2,0,0,0,0,0.2321428571428571,0.0,0.1875,0
2025-10-13,40元1張,隨機組,喚回-高優惠敏感,南區,64,7,6,4,3,3,3,0.109375,0.09375,0.0625,0.046875,0.046875,0.046875,1.0,1.0,14,37,64,2,0,0,0,0,0.0714285714285714,0.0,0.0,0
2025-10-13,40元1張,隨機組,既有regular鞏固,中區,363,68,52,46,22,39,13,0.18732782369146006,0.14325068870523416,0.12672176308539945,0.06060606060606061,0.10743801652892562,0.03581267217630854,0.8982051282051282,0.7784615384615385,91,325,363,6,0,0,0,0,0.023809523809523798,0.0,0.0,0
2025-10-13,40元1張,隨機組,既有regular鞏固,北區,1488,453,354,274,179,201,153,0.30443548387096775,0.23790322580645162,0.18413978494623656,0.12029569892473119,0.1350806451612903,0.1028225806451613,0.8770646766169156,0.7475816993464052,373,1709,1488,0,0,3,0,0,0.2321428571428571,0.0,0.1875,0
2025-10-13,40元1張,隨機組,既有regular鞏固,南區,374,66,52,42,24,35,17,0.17647058823529413,0.13903743315508021,0.11229946524064172,0.06417112299465241,0.09358288770053476,0.045454545454545456,0.9294285714285715,0.67,74,389,374,0,0,0,0,2,0.0714285714285714,0.0,0.0,0
2025-10-13,40元1張,隨機組,養成Regular-其他,中區,185,12,7,7,5,7,0,0.06486486486486487,0.03783783783783784,0.03783783783783784,0.02702702702702703,0.03783783783783784,0.0,1.0,,30,93,185,0,0,0,9,0,0.04081632653061223,0.0,0.0,0
2025-10-13,40元1張,隨機組,養成Regular-其他,北區,646,75,50,52,23,29,21,0.11609907120743033,0.07739938080495357,0.0804953560371517,0.03560371517027864,0.04489164086687306,0.032507739938080496,0.9010344827586207,0.5852380952380952,130,309,646,0,0,1,12,0,0.2321428571428571,0.0,0.1875,0
2025-10-13,40元1張,隨機組,養成Regular-其他,南區,196,16,11,11,5,9,2,0.08163265306122448,0.05612244897959184,0.05612244897959184,0.025510204081632654,0.04591836734693878,0.01020408163265306,0.8999999999999999,0.33,35,80,196,0,0,0,7,0,0.0714285714285714,0.0,0.0,0
2025-10-13,40元1張,隨機組,養成Regular-高優惠敏感,中區,157,24,20,17,7,11,9,0.15286624203821655,0.12738853503184713,0.10828025477707007,0.044585987261146494,0.07006369426751592,0.05732484076433121,0.9181818181818181,0.82,44,75,157,0,0,0,0,0,0.047619047619047596,0.0,0.0,0
2025-10-13,40元1張,隨機組,養成Regular-高優惠敏感,北區,637,133,97,92,41,57,40,0.2087912087912088,0.152276295133438,0.14442700156985872,0.06436420722135008,0.08948194662480377,0.06279434850863422,0.9131578947368421,0.692,211,535,637,4,0,0,4,1,0.2321428571428571,0.0,0.1875,0
2025-10-13,40元1張,隨機組,養成Regular-高優惠敏感,南區,159,27,17,14,13,10,7,0.16981132075471697,0.1069182389937107,0.0880503144654088,0.08176100628930817,0.06289308176100629,0.0440251572327044,0.6980000000000001,0.7428571428571429,65,109,159,0,0,1,1,0,0.0714285714285714,0.0,0.0,0
2025-10-13,不發,控制組,14天在其他尖峰預估車資,中區,791,149,115,99,50,70,45,0.18836915297092288,0.14538558786346398,0.12515802781289506,0.0632111251580278,0.08849557522123894,0.056890012642225034,0.8425714285714286,0.7808888888888889,198,533,0,2,0,1,34,0,0.04081632653061223,0.0,0.0,0
2025-10-13,不發,控制組,14天在其他尖峰預估車資,北區,2988,670,458,457,213,299,159,0.2242302543507363,0.15327978580990628,0.15294511378848727,0.071285140562249,0.1000669344042838,0.05321285140562249,0.7956521739130434,0.6420125786163522,713,2351,0,12,0,18,144,2,0.2321428571428571,0.0,0.1875,0
2025-10-13,不發,控制組,14天在其他尖峰預估車資,南區,744,93,62,72,21,40,22,0.125,0.08333333333333333,0.0967741935483871,0.028225806451612902,0.053763440860215055,0.02956989247311828,0.68475,0.7472727272727272,111,406,0,2,0,0,39,1,0.047619047619047596,0.0,0.0,0
2025-10-13,不發,控制組,14天在晚尖峰預估車資,中區,269,61,46,40,21,32,14,0.22676579925650558,0.17100371747211895,0.14869888475836432,0.07806691449814127,0.11895910780669144,0.05204460966542751,0.9500000000000001,0.6285714285714287,63,161,0,0,0,0,15,0,0.047619047619047596,0.0,0.0,0
2025-10-13,不發,控制組,14天在晚尖峰預估車資,北區,980,241,164,165,76,112,52,0.24591836734693878,0.1673469387755102,0.1683673469387755,0.07755102040816327,0.11428571428571428,0.053061224489795916,0.8266964285714286,0.6499999999999999,157,673,0,2,0,3,84,0,0.2321428571428571,0.0,0.1875,0
2025-10-13,不發,控制組,14天在晚尖峰預估車資,南區,229,33,25,23,10,14,11,0.14410480349344978,0.1091703056768559,0.10043668122270742,0.043668122270742356,0.0611353711790393,0.048034934497816595,0.78,0.8454545454545456,15,137,0,0,0,1,13,0,0.047619047619047596,0.0,0.0,0
2025-10-13,不發,控制組,90天在尖峰預估車資,中區,1456,95,63,63,32,40,23,0.06524725274725275,0.04326923076923077,0.04326923076923077,0.02197802197802198,0.027472527472527472,0.015796703296703296,0.8320000000000001,0.6530434782608695,104,499,0,0,0,3,41,0,0.04081632653061223,0.0,0.0,0
2025-10-13,不發,控制組,90天在尖峰預估車資,北區,3967,260,183,170,90,110,73,0.06554071086463323,0.04613057726241492,0.042853541719183263,0.02268716914544996,0.027728762288883286,0.018401814973531636,0.8698181818181819,0.6934246575342466,415,1736,0,6,0,6,93,5,0.2321428571428571,0.0,0.1875,0
2025-10-13,不發,控制組,90天在尖峰預估車資,南區,1381,76,41,47,29,29,12,0.05503258508327299,0.029688631426502535,0.03403330919623461,0.020999275887038378,0.020999275887038378,0.008689355539464157,0.7210344827586206,0.5791666666666666,86,431,0,4,0,3,20,0,0.06122448979591834,0.0,0.0,0
2025-10-13,不發,控制組,喚回-其他,中區,1076,61,48,44,17,36,12,0.056691449814126396,0.04460966542750929,0.040892193308550186,0.015799256505576207,0.03345724907063197,0.011152416356877323,0.9541666666666665,0.6749999999999999,92,455,0,4,0,0,3,1,0.04081632653061223,0.0,0.0,0
2025-10-13,不發,控制組,喚回-其他,北區,3858,338,223,212,126,118,105,0.08761016070502851,0.05780196993260757,0.054950751684810784,0.03265940902021773,0.030585795749092794,0.027216174183514776,0.8188983050847457,0.6704761904761906,335,2012,0,16,0,4,14,1,0.2321428571428571,0.0,0.1875,0
2025-10-13,不發,控制組,喚回-其他,南區,1200,71,50,45,26,25,25,0.059166666666666666,0.041666666666666664,0.0375,0.021666666666666667,0.020833333333333332,0.020833333333333332,0.8696,0.6607999999999999,79,444,0,2,0,1,5,0,0.05714285714285712,0.0,0.0,0
2025-10-13,不發,控制組,喚回-高優惠敏感,中區,138,16,12,10,6,9,3,0.11594202898550725,0.08695652173913043,0.07246376811594203,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.8999999999999999,0.8000000000000002,9,104,0,4,0,0,0,0,0.047619047619047596,0.0,0.0,0
2025-10-13,不發,控制組,喚回-高優惠敏感,北區,475,68,50,38,30,23,27,0.1431578947368421,0.10526315789473684,0.08,0.06315789473684211,0.04842105263157895,0.056842105263157895,0.8430434782608696,0.7855555555555556,43,371,0,2,0,0,0,0,0.2321428571428571,0.0,0.1875,0
2025-10-13,不發,控制組,喚回-高優惠敏感,南區,135,12,6,7,5,3,3,0.08888888888888889,0.044444444444444446,0.05185185185185185,0.037037037037037035,0.022222222222222223,0.022222222222222223,1.0,0.44333333333333336,10,61,0,0,0,0,0,0,0.0714285714285714,0.0,0.0,0
2025-10-13,不發,控制組,既有regular鞏固,中區,723,176,143,112,64,80,63,0.24343015214384509,0.19778699861687413,0.15491009681881052,0.08852005532503458,0.11065006915629322,0.08713692946058091,0.92825,0.8182539682539683,185,668,0,4,0,1,0,0,0.04081632653061223,0.0,0.0,0
2025-10-13,不發,控制組,既有regular鞏固,北區,2997,750,545,486,264,324,221,0.2502502502502503,0.18184851518184852,0.16216216216216217,0.08808808808808809,0.10810810810810811,0.07374040707374041,0.8681481481481482,0.7130769230769229,651,3181,0,14,0,9,0,1,0.2321428571428571,0.0,0.1875,0
2025-10-13,不發,控制組,既有regular鞏固,南區,727,157,118,93,64,75,43,0.21595598349381018,0.1623108665749656,0.1279229711141678,0.08803301237964237,0.1031636863823934,0.059147180192572216,0.9082666666666668,0.7083720930232559,139,662,0,2,0,2,0,2,0.05714285714285712,0.0,0.0,0
2025-10-13,不發,控制組,養成Regular-其他,中區,348,39,29,27,12,18,11,0.11206896551724138,0.08333333333333333,0.07758620689655173,0.034482758620689655,0.05172413793103448,0.031609195402298854,0.8772222222222221,0.88,23,169,0,0,0,0,12,0,0.04081632653061223,0.0,0.0,0
2025-10-13,不發,控制組,養成Regular-其他,北區,1304,177,136,122,55,85,51,0.1357361963190184,0.10429447852760736,0.09355828220858896,0.04217791411042945,0.0651840490797546,0.039110429447852764,0.9255294117647057,0.7223529411764705,209,630,0,0,0,1,21,1,0.2321428571428571,0.0,0.1875,0
2025-10-13,不發,控制組,養成Regular-其他,南區,345,45,31,28,17,21,10,0.13043478260869565,0.08985507246376812,0.08115942028985507,0.04927536231884058,0.06086956521739131,0.028985507246376812,0.9628571428571429,0.57,39,141,0,0,0,0,11,0,0.05714285714285712,0.0,0.0,0
2025-10-13,不發,控制組,養成Regular-高優惠敏感,中區,336,68,49,49,19,24,25,0.20238095238095238,0.14583333333333334,0.14583333333333334,0.05654761904761905,0.07142857142857142,0.0744047619047619,0.86,0.78,48,261,0,0,0,1,0,0,0.047619047619047596,0.0,0.0,0
2025-10-13,不發,控制組,養成Regular-高優惠敏感,北區,1182,182,130,107,75,63,67,0.15397631133671744,0.10998307952622674,0.09052453468697123,0.06345177664974619,0.0532994923857868,0.05668358714043993,0.8539682539682539,0.7392537313432836,328,837,0,6,0,5,1,0,0.2321428571428571,0.0,0.1875,0
2025-10-13,不發,控制組,養成Regular-高優惠敏感,南區,311,53,38,37,16,26,12,0.17041800643086816,0.12218649517684887,0.1189710610932476,0.05144694533762058,0.08360128617363344,0.03858520900321544,0.9415384615384615,0.5891666666666667,100,248,0,2,0,0,1,0,0.0714285714285714,0.0,0.0,0
2025-10-20,15元1張,隨機組,14天在其他尖峰預估車資,中區,371,71,50,35,36,27,23,0.19137466307277629,0.1347708894878706,0.09433962264150944,0.09703504043126684,0.07277628032345014,0.06199460916442048,0.75,0.717391304347826,95,282,742,0,0,0,24,0,0.14285714285714282,0.07142857142857142,0.0,4
2025-10-20,15元1張,隨機組,14天在其他尖峰預估車資,北區,1440,666,369,408,258,233,136,0.4625,0.25625,0.2833333333333333,0.17916666666666667,0.16180555555555556,0.09444444444444444,0.5426609442060085,0.7915441176470589,316,1198,2880,0,0,6,38,1,0.8928571428571428,0.9375,0.41666666666666663,4
2025-10-20,15元1張,隨機組,14天在其他尖峰預估車資,南區,349,60,42,34,26,18,24,0.17191977077363896,0.12034383954154727,0.09742120343839542,0.07449856733524356,0.05157593123209169,0.06876790830945559,0.6983333333333334,0.8091666666666667,72,223,698,4,0,0,25,0,0.23809523809523805,0.125,0.0,4
2025-10-20,15元1張,隨機組,14天在晚尖峰預估車資,中區,140,33,22,20,13,11,11,0.2357142857142857,0.15714285714285714,0.14285714285714285,0.09285714285714286,0.07857142857142857,0.07857142857142857,0.72,0.7900000000000001,36,95,280,0,0,0,8,0,0.14285714285714282,0.07142857142857142,0.0,4
2025-10-20,15元1張,隨機組,14天在晚尖峰預估車資,北區,407,136,67,83,53,44,23,0.33415233415233414,0.16461916461916462,0.20393120393120392,0.13022113022113022,0.10810810810810811,0.056511056511056514,0.565,0.696086956521739,60,230,814,0,0,2,35,0,0.8928571428571428,0.9375,0.41666666666666663,4
2025-10-20,15元1張,隨機組,14天在晚尖峰預估車資,南區,110,11,7,11,0,4,3,0.1,0.06363636363636363,0.1,0.0,0.03636363636363636,0.02727272727272727,0.6875,0.6666666666666666,17,42,220,0,0,0,7,0,0.2857142857142857,0.15,0.0,4
2025-10-20,15元1張,隨機組,90天在尖峰預估車資,中區,629,58,40,35,23,24,16,0.09220985691573927,0.06359300476947535,0.05564387917329094,0.03656597774244833,0.03815580286168521,0.025437201907790145,0.7583333333333333,0.6843750000000001,90,218,1258,0,0,0,17,0,0.14285714285714282,0.07142857142857142,0.0,4
2025-10-20,15元1張,隨機組,90天在尖峰預估車資,北區,1832,262,136,142,120,70,66,0.14301310043668122,0.07423580786026202,0.07751091703056769,0.06550218340611354,0.03820960698689956,0.036026200873362446,0.48185714285714293,0.7695454545454544,133,670,3664,2,0,5,22,1,0.8928571428571428,0.9375,0.41666666666666663,4
2025-10-20,15元1張,隨機組,90天在尖峰預估車資,南區,648,36,20,17,19,5,15,0.05555555555555555,0.030864197530864196,0.026234567901234566,0.029320987654320986,0.007716049382716049,0.023148148148148147,0.43200000000000005,0.77,31,162,1296,0,0,0,4,0,0.23809523809523805,0.125,0.0,4
2025-10-20,15元1張,隨機組,喚回-其他,中區,515,43,25,26,17,13,12,0.08349514563106795,0.04854368932038835,0.05048543689320388,0.03300970873786408,0.02524271844660194,0.02330097087378641,0.6476923076923077,0.8791666666666668,20,209,1030,0,0,0,2,0,0.14285714285714282,0.07142857142857142,0.0,4
2025-10-20,15元1張,隨機組,喚回-其他,北區,1661,168,89,91,77,44,45,0.10114388922335943,0.05358217940999398,0.054786273329319686,0.046357615894039736,0.026490066225165563,0.027092113184828417,0.5913636363636364,0.7235555555555554,62,703,3322,2,0,1,4,0,0.8928571428571428,0.9375,0.41666666666666663,4
2025-10-20,15元1張,隨機組,喚回-其他,南區,496,31,20,20,11,12,8,0.0625,0.04032258064516129,0.04032258064516129,0.02217741935483871,0.024193548387096774,0.016129032258064516,0.6225,0.81375,12,153,992,0,0,0,1,0,0.23809523809523805,0.125,0.0,4
2025-10-20,15元1張,隨機組,喚回-高優惠敏感,中區,55,16,13,12,4,5,8,0.2909090909090909,0.23636363636363636,0.21818181818181817,0.07272727272727272,0.09090909090909091,0.14545454545454545,0.8299999999999998,0.9,0,25,110,0,0,0,0,0,0.14285714285714282,0.08333333333333333,0.0,4
2025-10-20,15元1張,隨機組,喚回-高優惠敏感,北區,213,43,32,24,19,16,16,0.20187793427230047,0.15023474178403756,0.11267605633802817,0.0892018779342723,0.07511737089201878,0.07511737089201878,0.704375,0.9,30,147,426,0,0,0,0,0,0.8928571428571428,0.9375,0.41666666666666663,4
2025-10-20,15元1張,隨機組,喚回-高優惠敏感,南區,63,5,3,3,2,1,2,0.07936507936507936,0.047619047619047616,0.047619047619047616,0.031746031746031744,0.015873015873015872,0.031746031746031744,1.0,0.75,0,21,126,2,0,0,0,0,0.3571428571428571,0.1875,0.0,4
2025-10-20,15元1張,隨機組,既有regular鞏固,中區,424,102,68,59,43,27,41,0.24056603773584906,0.16037735849056603,0.1391509433962264,0.10141509433962265,0.06367924528301887,0.09669811320754718,0.7688888888888888,0.7853658536585366,78,346,848,2,0,1,0,0,0.14285714285714282,0.08333333333333333,0.0,4
