experiment_date,treatment,source,ops_type_merged,city_group,user_cnt,nonrepeat_cnt,trip_cnt,weekday_nonrepeat_cnt,weekend_nonrepeat_cnt,weekday_trip_cnt,weekend_trip_cnt,nonrepeat_cnt_per_user,trip_cnt_per_user,weekday_nonrepeat_cnt_per_user,weekend_nonrepeat_cnt_per_user,weekday_trip_cnt_per_user,weekend_trip_cnt_per_user,weekday_match_rate,weekend_match_rate,coupon_BD_total,coupon_CDP_total,coupon_folk_total,coupon_growth_other_total,coupon_MGM_total,coupon_MKT_total,coupon_register_total,coupon_daily_total,avg_rainy_day,avg_rainy_weekday,avg_rainy_weekend,mgm_day
2025-07-28,不發,控制組,喚回-高優惠敏感,北區,293,25,19,12,13,9,10,0.08532423208191127,0.06484641638225255,0.040955631399317405,0.04436860068259386,0.030716723549488054,0.034129692832764506,1.0,0.8,0,156,0,2,10,0,0,0,0.7321428571428571,0.0,0.0,7
2025-07-28,不發,控制組,喚回-高優惠敏感,南區,103,15,11,12,3,7,4,0.14563106796116504,0.10679611650485436,0.11650485436893204,0.02912621359223301,0.06796116504854369,0.038834951456310676,0.7785714285714286,0.67,0,40,0,0,16,0,0,0,0.8928571428571428,0.55,0.875,7
2025-07-28,不發,控制組,既有regular鞏固,中區,302,86,67,67,19,36,31,0.2847682119205298,0.22185430463576158,0.22185430463576158,0.06291390728476821,0.11920529801324503,0.10264900662251655,0.8083333333333332,0.8035483870967742,40,148,0,0,5,0,0,2,0.8809523809523809,0.0,0.5,7
2025-07-28,不發,控制組,既有regular鞏固,北區,1185,309,239,234,75,163,76,0.2607594936708861,0.20168776371308017,0.19746835443037974,0.06329113924050633,0.13755274261603376,0.06413502109704641,0.8436809815950919,0.8496052631578946,141,747,0,15,799,0,0,1,0.7321428571428571,0.0,0.0,7
2025-07-28,不發,控制組,既有regular鞏固,南區,270,85,64,61,24,45,19,0.3148148148148148,0.23703703703703705,0.22592592592592592,0.08888888888888889,0.16666666666666666,0.07037037037037037,0.802888888888889,0.8663157894736843,30,132,0,4,92,0,0,1,0.8928571428571428,0.55,0.875,7
2025-07-28,不發,控制組,養成Regular-其他,中區,283,32,21,24,8,11,10,0.11307420494699646,0.07420494699646643,0.08480565371024736,0.028268551236749116,0.038869257950530034,0.0353356890459364,0.6154545454545455,1.0,20,93,0,0,9,0,0,0,0.8979591836734694,0.0,0.5,7
2025-07-28,不發,控制組,養成Regular-其他,北區,963,80,62,57,23,46,16,0.08307372793354102,0.06438213914849429,0.059190031152647975,0.023883696780893044,0.04776739356178609,0.016614745586708203,0.8643478260869565,0.8475,200,338,0,4,54,0,0,0,0.7321428571428571,0.0,0.0,7
2025-07-28,不發,控制組,養成Regular-其他,南區,303,36,26,29,7,10,16,0.1188118811881188,0.0858085808580858,0.09570957095709572,0.0231023102310231,0.033003300330033,0.052805280528052806,0.752,0.7150000000000001,40,117,0,0,1,0,0,0,0.8928571428571428,0.55,0.875,7
2025-07-28,不發,控制組,養成Regular-高優惠敏感,中區,159,38,22,26,12,14,8,0.2389937106918239,0.13836477987421383,0.16352201257861634,0.07547169811320754,0.0880503144654088,0.050314465408805034,0.7014285714285714,0.5175,60,65,0,0,13,0,0,0,0.8809523809523809,0.0,0.5,7
2025-07-28,不發,控制組,養成Regular-高優惠敏感,北區,560,76,53,60,16,26,27,0.1357142857142857,0.09464285714285714,0.10714285714285714,0.02857142857142857,0.04642857142857143,0.048214285714285716,0.7623076923076924,0.8799999999999999,79,282,0,6,86,0,0,0,0.7321428571428571,0.0,0.0,7
2025-07-28,不發,控制組,養成Regular-高優惠敏感,南區,144,29,18,18,11,12,6,0.2013888888888889,0.125,0.125,0.0763888888888889,0.08333333333333333,0.041666666666666664,0.7158333333333333,0.7583333333333333,40,76,0,0,7,0,0,1,0.8928571428571428,0.55,0.875,7
2025-08-04,不發,控制組,14天在其他尖峰預估車資,中區,1455,288,226,189,99,160,66,0.1979381443298969,0.15532646048109966,0.12989690721649486,0.06804123711340206,0.10996563573883161,0.04536082474226804,0.8428125,0.827121212121212,83,803,1,12,27,32,50,0,0.4285714285714285,0.0,0.0,0
2025-08-04,不發,控制組,14天在其他尖峰預估車資,北區,5917,1078,806,815,263,558,248,0.18218691904681428,0.13621767787730268,0.13773871894541154,0.04444820010140274,0.09430454622274802,0.041913131654554674,0.8130645161290323,0.7958870967741936,349,3176,0,56,165,98,139,8,0.23214285714285712,0.0,0.0,0
2025-08-04,不發,控制組,14天在其他尖峰預估車資,南區,1557,186,135,119,67,101,34,0.11946050096339114,0.08670520231213873,0.07642903018625562,0.04303147077713552,0.06486833654463713,0.021836865767501604,0.776039603960396,0.8235294117647058,176,650,0,8,21,21,56,2,0.4523809523809524,0.03333333333333333,0.0,0
2025-08-04,不發,控制組,14天在晚尖峰預估車資,中區,427,70,58,49,21,39,19,0.16393442622950818,0.1358313817330211,0.11475409836065574,0.04918032786885246,0.09133489461358314,0.04449648711943794,0.8602564102564102,0.9073684210526317,19,215,0,2,9,10,20,1,0.4285714285714285,0.0,0.0,0
2025-08-04,不發,控制組,14天在晚尖峰預估車資,北區,1499,210,150,159,51,119,31,0.1400933955970647,0.1000667111407605,0.10607071380920614,0.03402268178785857,0.07938625750500333,0.02068045363575717,0.7776470588235294,0.9225806451612903,81,694,1,6,51,34,58,2,0.23214285714285712,0.0,0.0,0
2025-08-04,不發,控制組,14天在晚尖峰預估車資,南區,430,84,53,48,36,27,26,0.19534883720930232,0.12325581395348838,0.11162790697674418,0.08372093023255814,0.06279069767441861,0.06046511627906977,0.6255555555555555,0.7911538461538462,21,172,0,0,4,6,15,0,0.4523809523809524,0.03333333333333333,0.0,0
2025-08-04,不發,控制組,90天在尖峰預估車資,中區,2910,145,94,77,68,67,27,0.04982817869415808,0.03230240549828179,0.026460481099656357,0.02336769759450172,0.02302405498281787,0.009278350515463918,0.7486567164179105,0.6996296296296296,94,626,0,6,16,29,101,1,0.4285714285714285,0.0,0.0,0
2025-08-04,不發,控制組,90天在尖峰預估車資,北區,8017,474,342,339,135,219,123,0.05912436073344144,0.0426593488836223,0.04228514406885368,0.01683921666458775,0.027316951478109017,0.015342397405513285,0.8126027397260275,0.8399186991869919,325,2232,0,22,157,77,189,5,0.23214285714285712,0.0,0.0,0
2025-08-04,不發,控制組,90天在尖峰預估車資,南區,2791,127,94,79,48,64,30,0.04550340379792189,0.03367968470082408,0.02830526692941598,0.017198136868505912,0.02293084915800788,0.010748835542816195,0.77296875,0.8053333333333333,113,592,0,6,9,19,53,3,0.4523809523809524,0.03333333333333333,0.0,0
2025-08-04,不發,控制組,喚回-其他,中區,2488,160,124,112,48,78,46,0.06430868167202572,0.04983922829581994,0.04501607717041801,0.01929260450160772,0.03135048231511254,0.018488745980707395,0.8148717948717948,0.8639130434782609,141,778,0,14,10,15,17,1,0.4285714285714285,0.0,0.0,0
2025-08-04,不發,控制組,喚回-其他,北區,9388,641,501,466,175,331,170,0.06827865360034086,0.053365999147848314,0.04963783553472518,0.01864081806561568,0.03525777588410737,0.018108223263740945,0.8486404833836857,0.8246470588235294,540,3293,1,60,191,73,44,2,0.23214285714285712,0.0,0.0,0
2025-08-04,不發,控制組,喚回-其他,南區,2594,180,133,129,51,87,46,0.06939090208172706,0.05127216653816499,0.049730146491904395,0.01966075558982267,0.03353893600616808,0.017733230531996914,0.804367816091954,0.7923913043478261,182,747,1,10,23,14,26,3,0.4523809523809524,0.03333333333333333,0.0,0
2025-08-04,不發,控制組,喚回-高優惠敏感,中區,273,43,39,33,10,33,6,0.1575091575091575,0.14285714285714285,0.12087912087912088,0.03663003663003663,0.12087912087912088,0.02197802197802198,0.946969696969697,0.8666666666666667,20,108,1,2,2,3,0,0,0.4285714285714285,0.0,0.0,0
2025-08-04,不發,控制組,喚回-高優惠敏感,北區,979,107,87,83,24,62,25,0.10929519918283963,0.0888661899897855,0.08478038815117467,0.024514811031664963,0.06332992849846783,0.02553626149131767,0.8935483870967742,0.8412000000000001,71,508,1,0,44,5,0,0,0.23214285714285712,0.0,0.0,0
2025-08-04,不發,控制組,喚回-高優惠敏感,南區,267,33,27,25,8,18,9,0.12359550561797752,0.10112359550561797,0.09363295880149813,0.0299625468164794,0.06741573033707865,0.033707865168539325,0.9500000000000001,0.7055555555555555,30,110,0,0,1,1,0,0,0.5,0.0,0.0,0
2025-08-04,不發,控制組,既有regular鞏固,中區,1291,290,235,199,91,149,86,0.2246320681642138,0.1820294345468629,0.1541440743609605,0.0704879938032533,0.11541440743609604,0.06661502711076685,0.904026845637584,0.824767441860465,201,840,0,6,53,15,0,2,0.4285714285714285,0.0,0.0,0
2025-08-04,不發,控制組,既有regular鞏固,北區,4793,1121,931,809,312,606,325,0.23388274567076986,0.1942416023367411,0.1687878155643647,0.06509493010640517,0.12643438347590236,0.06780721886083872,0.891930693069307,0.8708923076923077,653,3589,1,65,229,109,0,6,0.23214285714285712,0.0,0.0,0
2025-08-04,不發,控制組,既有regular鞏固,南區,1167,265,206,167,98,127,79,0.22707797772065125,0.17652099400171378,0.143101970865467,0.08397600685518423,0.10882604970008569,0.0676949443016281,0.8266141732283465,0.8488607594936709,185,809,0,10,20,21,0,1,0.45714285714285713,0.0,0.0,0
2025-08-04,不發,控制組,養成Regular-其他,中區,223,18,11,12,6,8,3,0.08071748878923767,0.04932735426008968,0.053811659192825115,0.026905829596412557,0.03587443946188341,0.013452914798206279,0.82625,0.7766666666666667,3,75,0,2,0,0,0,0,0.4285714285714285,0.0,0.0,0
2025-08-04,不發,控制組,養成Regular-其他,北區,714,69,54,44,25,38,16,0.09663865546218488,0.07563025210084033,0.06162464985994398,0.0350140056022409,0.05322128851540616,0.022408963585434174,0.86,0.7650000000000001,0,207,0,2,8,10,11,0,0.23214285714285712,0.0,0.0,0
2025-08-04,不發,控制組,養成Regular-其他,南區,273,34,22,21,13,16,6,0.12454212454212454,0.08058608058608059,0.07692307692307693,0.047619047619047616,0.05860805860805861,0.02197802197802198,0.79875,0.7200000000000001,1,91,0,2,0,1,6,0,0.5,0.0,0.0,0
2025-08-04,不發,控制組,養成Regular-高優惠敏感,中區,496,58,45,35,23,33,12,0.11693548387096774,0.0907258064516129,0.07056451612903226,0.046370967741935484,0.06653225806451613,0.024193548387096774,0.8854545454545454,0.8000000000000002,1,211,1,4,4,7,3,0,0.4285714285714285,0.0,0.0,0
2025-08-04,不發,控制組,養成Regular-高優惠敏感,北區,1513,175,139,128,47,84,55,0.11566424322538003,0.09187045604758758,0.08460013218770654,0.031064111037673495,0.05551883674818242,0.036351619299405155,0.8309523809523809,0.8747272727272727,12,814,0,14,27,27,14,0,0.23214285714285712,0.0,0.0,0
2025-08-04,不發,控制組,養成Regular-高優惠敏感,南區,531,60,41,38,22,20,21,0.11299435028248588,0.07721280602636535,0.07156308851224105,0.04143126177024482,0.03766478342749529,0.03954802259887006,0.734,0.8828571428571428,11,233,0,4,3,3,2,0,0.5,0.0,0.0,0
2025-08-18,不發,控制組,14天在其他尖峰預估車資,中區,798,132,109,95,37,73,36,0.16541353383458646,0.13659147869674185,0.11904761904761904,0.046365914786967416,0.09147869674185463,0.045112781954887216,0.8636986301369863,0.9066666666666667,62,295,0,0,0,14,32,0,0.5918367346938774,0.0,0.0,0
2025-08-18,不發,控制組,14天在其他尖峰預估車資,北區,2577,609,476,460,149,349,127,0.23632130384167638,0.18471090415211486,0.1785021342646488,0.057819169577027554,0.1354287931703531,0.04928211098176174,0.8491690544412608,0.8796062992125985,320,1162,0,21,0,61,71,1,0.5178571428571428,0.0,0.0,0
2025-08-18,不發,控制組,14天在其他尖峰預估車資,南區,751,100,78,73,27,55,23,0.13315579227696406,0.10386151797603196,0.09720372836218376,0.03595206391478029,0.07323568575233022,0.03062583222370173,0.8018181818181819,0.9026086956521738,133,245,0,4,0,8,21,1,0.5714285714285714,0.08,0.0,0
2025-08-18,不發,控制組,14天在晚尖峰預估車資,中區,225,34,25,17,17,17,8,0.1511111111111111,0.1111111111111111,0.07555555555555556,0.07555555555555556,0.07555555555555556,0.035555555555555556,0.8164705882352941,1.0,10,49,0,1,0,5,2,0,0.5918367346938774,0.0,0.0,0
2025-08-18,不發,控制組,14天在晚尖峰預估車資,北區,724,159,125,117,42,88,37,0.21961325966850828,0.17265193370165746,0.16160220994475138,0.058011049723756904,0.12154696132596685,0.05110497237569061,0.8385227272727271,0.8613513513513514,47,330,1,6,0,16,28,0,0.5178571428571428,0.0,0.0,0
2025-08-18,不發,控制組,14天在晚尖峰預估車資,南區,235,24,13,13,11,9,4,0.10212765957446808,0.05531914893617021,0.05531914893617021,0.04680851063829787,0.03829787234042553,0.01702127659574468,0.6322222222222221,0.875,9,90,0,0,0,2,2,0,0.6,0.08,0.0,0
2025-08-18,不發,控制組,90天在尖峰預估車資,中區,1189,39,30,26,13,17,13,0.03280067283431455,0.025231286795626577,0.021867115222876366,0.010933557611438183,0.014297729184188394,0.010933557611438183,0.8352941176470587,0.9323076923076924,10,172,1,0,0,9,38,2,0.5918367346938774,0.0,0.0,0
2025-08-18,不發,控制組,90天在尖峰預估車資,北區,3584,172,124,128,44,76,48,0.04799107142857143,0.03459821428571429,0.03571428571428571,0.012276785714285714,0.021205357142857144,0.013392857142857142,0.8010526315789473,0.85875,51,672,0,6,0,34,62,1,0.5178571428571428,0.0,0.0,0
2025-08-18,不發,控制組,90天在尖峰預估車資,南區,1295,46,35,34,12,23,12,0.03552123552123552,0.02702702702702703,0.026254826254826256,0.009266409266409266,0.01776061776061776,0.009266409266409266,0.8004347826086956,0.8949999999999999,5,196,0,4,0,5,25,2,0.5238095238095238,0.06666666666666667,0.0,0
2025-08-18,不發,控制組,喚回-其他,中區,895,41,33,28,13,19,14,0.04581005586592179,0.03687150837988827,0.03128491620111732,0.01452513966480447,0.021229050279329607,0.01564245810055866,0.8736842105263158,0.8350000000000001,21,183,0,2,0,4,1,0,0.5918367346938774,0.0,0.0,0
2025-08-18,不發,控制組,喚回-其他,北區,3252,242,185,185,57,117,68,0.07441574415744158,0.05688806888068881,0.05688806888068881,0.017527675276752766,0.035977859778597784,0.020910209102091022,0.8311965811965812,0.8995588235294117,45,850,0,20,0,20,13,0,0.5178571428571428,0.0,0.0,0
2025-08-18,不發,控制組,喚回-其他,南區,945,49,41,33,16,24,17,0.05185185185185185,0.04338624338624339,0.03492063492063492,0.016931216931216932,0.025396825396825397,0.01798941798941799,0.8666666666666667,0.8117647058823529,20,178,0,6,0,6,3,0,0.5238095238095238,0.06666666666666667,0.0,0
2025-08-18,不發,控制組,喚回-高優惠敏感,中區,82,6,5,5,1,4,1,0.07317073170731707,0.06097560975609756,0.06097560975609756,0.012195121951219513,0.04878048780487805,0.012195121951219513,0.8,1.0,0,24,0,0,0,1,0,0,0.5714285714285714,0.0,0.0,0
2025-08-18,不發,控制組,喚回-高優惠敏感,北區,258,26,22,20,6,15,7,0.10077519379844961,0.08527131782945736,0.07751937984496124,0.023255813953488372,0.05813953488372093,0.027131782945736434,0.9033333333333334,1.0,11,87,0,2,0,0,1,0,0.5178571428571428,0.0,0.0,0
2025-08-18,不發,控制組,喚回-高優惠敏感,南區,81,12,11,11,1,8,3,0.14814814814814814,0.13580246913580246,0.13580246913580246,0.012345679012345678,0.09876543209876543,0.037037037037037035,0.89,1.0,0,18,0,0,0,1,0,0,0.6785714285714286,0.1,0.0,0
2025-08-18,不發,控制組,既有regular鞏固,中區,909,196,156,140,56,101,55,0.2156215621562156,0.1716171617161716,0.15401540154015403,0.061606160616061605,0.1111111111111111,0.06050605060506051,0.8763366336633662,0.7945454545454546,199,466,0,4,0,13,0,4,0.5918367346938774,0.0,0.0,0
2025-08-18,不發,控制組,既有regular鞏固,北區,3591,831,686,604,227,444,242,0.23141186299081035,0.19103313840155944,0.16819827346143135,0.063213589529379,0.12364243943191311,0.06739069896964633,0.8871171171171172,0.8786363636363637,492,2031,0,30,0,68,1,0,0.5178571428571428,0.0,0.0,0
2025-08-18,不發,控制組,既有regular鞏固,南區,725,118,88,84,34,58,30,0.16275862068965516,0.12137931034482759,0.11586206896551725,0.04689655172413793,0.08,0.041379310344827586,0.8124137931034482,0.768,61,329,0,14,0,9,0,1,0.6785714285714286,0.1,0.0,0
2025-08-18,不發,控制組,養成Regular-其他,中區,543,77,60,58,19,40,20,0.141804788213628,0.11049723756906077,0.10681399631675875,0.034990791896869246,0.07366482504604052,0.03683241252302026,0.8634999999999999,0.813,129,150,1,4,0,3,18,0,0.5918367346938774,0.0,0.0,0
2025-08-18,不發,控制組,養成Regular-其他,北區,1819,233,191,180,53,127,64,0.1280923584387026,0.10500274876305662,0.09895547003848268,0.029136888400219902,0.06981858163826278,0.035184167124793844,0.8579527559055119,0.8875000000000001,312,445,0,6,0,22,40,1,0.5178571428571428,0.0,0.0,0
2025-08-18,不發,控制組,養成Regular-其他,南區,569,40,30,25,15,15,15,0.070298769771529,0.05272407732864675,0.043936731107205626,0.026362038664323375,0.026362038664323375,0.026362038664323375,0.8273333333333334,0.8626666666666666,60,103,0,2,0,2,10,0,0.6785714285714286,0.1,0.0,0
2025-08-18,不發,控制組,養成Regular-高優惠敏感,中區,545,54,48,39,15,32,16,0.09908256880733946,0.08807339449541285,0.07155963302752294,0.027522935779816515,0.05871559633027523,0.029357798165137616,0.84375,0.94,110,153,0,8,0,7,0,0,0.5918367346938774,0.0,0.0,0
2025-08-18,不發,控制組,養成Regular-高優惠敏感,北區,1900,191,144,129,62,94,50,0.10052631578947369,0.07578947368421053,0.06789473684210526,0.03263157894736842,0.049473684210526316,0.02631578947368421,0.8541489361702127,0.8278,447,687,1,8,0,35,5,2,0.5178571428571428,0.0,0.0,0
2025-08-18,不發,控制組,養成Regular-高優惠敏感,南區,530,68,57,50,18,40,17,0.12830188679245283,0.10754716981132076,0.09433962264150944,0.033962264150943396,0.07547169811320754,0.03207547169811321,0.85125,0.9258823529411764,31,179,0,4,0,3,1,0,0.5238095238095238,0.06666666666666667,0.0,0
2025-08-25,不發,控制組,14天在其他尖峰預估車資,中區,645,119,93,90,29,72,21,0.18449612403100776,0.14418604651162792,0.13953488372093023,0.04496124031007752,0.11162790697674418,0.03255813953488372,0.8518055555555555,0.737,35,225,0,4,0,20,9,0,0.8775510204081632,0.0,0.0,5
2025-08-25,不發,控制組,14天在其他尖峰預估車資,北區,2319,511,400,375,136,284,116,0.22035360068995258,0.172488141440276,0.16170763260025872,0.058645968089693835,0.12246658042259595,0.05002156101768004,0.8308802816901408,0.8618965517241378,205,886,0,14,0,64,37,1,0.1964285714285714,0.0,0.0,5
2025-08-25,不發,控制組,14天在其他尖峰預估車資,南區,673,90,68,66,24,48,20,0.1337295690936107,0.10104011887072809,0.09806835066864784,0.03566121842496285,0.0713224368499257,0.029717682020802376,0.8495833333333334,0.7064999999999999,79,190,0,4,0,11,19,0,0.6904761904761904,0.06666666666666667,0.0,5
2025-08-25,不發,控制組,14天在晚尖峰預估車資,中區,202,18,14,15,3,11,3,0.0891089108910891,0.06930693069306931,0.07425742574257425,0.01485148514851485,0.054455445544554455,0.01485148514851485,0.8727272727272727,1.0,7,53,0,0,0,1,1,0,0.8775510204081632,0.0,0.0,5
2025-08-25,不發,控制組,14天在晚尖峰預估車資,北區,611,121,92,92,29,65,27,0.19803600654664485,0.15057283142389524,0.15057283142389524,0.04746317512274959,0.10638297872340426,0.044189852700491,0.8383076923076923,0.8607407407407407,9,175,0,4,0,16,21,3,0.1964285714285714,0.0,0.0,5
2025-08-25,不發,控制組,14天在晚尖峰預估車資,南區,221,14,11,13,1,9,2,0.06334841628959276,0.049773755656108594,0.058823529411764705,0.004524886877828055,0.04072398190045249,0.00904977375565611,0.8288888888888889,1.0,30,44,0,0,0,1,17,0,0.7714285714285715,0.08,0.0,5
2025-08-25,不發,控制組,90天在尖峰預估車資,中區,1281,87,64,66,21,35,29,0.06791569086651054,0.04996096799375488,0.05152224824355972,0.01639344262295082,0.0273224043715847,0.02263856362217018,0.7677142857142857,0.7872413793103449,11,193,0,6,0,7,37,0,0.8775510204081632,0.0,0.0,5
2025-08-25,不發,控制組,90天在尖峰預估車資,北區,3716,195,148,157,38,90,58,0.05247578040904198,0.03982777179763186,0.0422497308934338,0.01022604951560818,0.024219590958019375,0.015608180839612486,0.8521111111111113,0.8512068965517242,73,690,0,6,0,26,50,2,0.1964285714285714,0.0,0.0,5
2025-08-25,不發,控制組,90天在尖峰預估車資,南區,1426,71,61,60,11,41,20,0.04978962131837307,0.042776998597475455,0.04207573632538569,0.007713884992987377,0.028751753155680224,0.014025245441795231,0.9136585365853659,0.7921052631578948,10,161,0,0,0,7,18,1,0.6904761904761904,0.06666666666666667,0.0,5
2025-08-25,不發,控制組,喚回-其他,中區,976,70,56,51,19,38,18,0.07172131147540983,0.05737704918032787,0.05225409836065574,0.0194672131147541,0.0389344262295082,0.018442622950819672,0.8355263157894737,0.9555555555555555,0,174,1,0,0,9,11,0,0.8775510204081632,0.0,0.0,5
2025-08-25,不發,控制組,喚回-其他,北區,3434,232,187,173,59,110,77,0.0675596971461852,0.054455445544554455,0.050378567268491554,0.01718112987769365,0.0320326150262085,0.02242283051834595,0.873,0.9222077922077921,40,765,0,16,0,28,17,1,0.1964285714285714,0.0,0.0,5
2025-08-25,不發,控制組,喚回-其他,南區,963,73,64,50,23,36,28,0.07580477673935618,0.06645898234683281,0.05192107995846314,0.023883696780893044,0.037383177570093455,0.029075804776739357,0.9500000000000001,0.897142857142857,1,174,0,2,0,2,8,0,0.7714285714285715,0.08,0.0,5
2025-08-25,不發,控制組,喚回-高優惠敏感,中區,108,11,10,8,3,10,0,0.10185185185185185,0.09259259259259259,0.07407407407407407,0.027777777777777776,0.09259259259259259,0.0,1.0,,1,22,0,0,0,1,0,0,0.8571428571428571,0.0,0.0,5
2025-08-25,不發,控制組,喚回-高優惠敏感,北區,349,44,38,34,10,23,15,0.12607449856733524,0.10888252148997135,0.09742120343839542,0.02865329512893983,0.0659025787965616,0.04297994269340974,0.8904347826086957,0.8853333333333333,5,101,0,2,0,2,0,0,0.1964285714285714,0.0,0.0,5
2025-08-25,不發,控制組,喚回-高優惠敏感,南區,106,6,5,5,1,3,2,0.05660377358490566,0.04716981132075472,0.04716981132075472,0.009433962264150943,0.02830188679245283,0.018867924528301886,0.8333333333333334,1.0,1,22,0,0,0,0,0,0,0.9642857142857143,0.1,0.0,5
2025-08-25,不發,控制組,既有regular鞏固,中區,578,124,105,86,38,54,51,0.21453287197231835,0.18166089965397925,0.14878892733564014,0.0657439446366782,0.09342560553633218,0.08823529411764706,0.8607407407407407,0.9164705882352941,100,277,0,2,0,11,0,1,0.8775510204081632,0.0,0.0,5
2025-08-25,不發,控制組,既有regular鞏固,北區,2192,522,425,373,149,270,155,0.23813868613138686,0.19388686131386862,0.17016423357664234,0.06797445255474452,0.12317518248175183,0.07071167883211679,0.8605185185185186,0.8624516129032258,338,1009,0,16,0,49,0,2,0.1964285714285714,0.0,0.0,5
2025-08-25,不發,控制組,既有regular鞏固,南區,546,112,84,77,35,54,30,0.20512820512820512,0.15384615384615385,0.14102564102564102,0.0641025641025641,0.0989010989010989,0.054945054945054944,0.7837037037037037,0.8200000000000001,85,233,0,6,0,13,0,0,0.7714285714285715,0.08,0.0,5
