target,model,MAE,RMSE
nonrepeat_cnt_per_user,baseline_lag1,0.05065413835188216,0.061244826923788215
nonrepeat_cnt_per_user,baseline_roll4,0.04348719350976991,0.05239540508647695
nonrepeat_cnt_per_user,lgbm_tuned,0.03018583367181681,0.03542797672617184
trip_cnt_per_user,baseline_lag1,0.023878260499701615,0.029743436136880724
trip_cnt_per_user,baseline_roll4,0.02224264765854946,0.026756091129828335
trip_cnt_per_user,lgbm_tuned,0.021459614535649995,0.025285645806091377
