metric,trip_cnt_per_user,nonrepeat_cnt_per_user
mean_true,0.08548774672495263,0.10638515478568367
mean_pred_lag1,0.09959234669448114,0.15212136636792906
mean_pred_roll4,0.10246172999215741,0.14856387806314586
mean_pred_lgbm,0.09931542528794968,0.1327249661876383
