metric,trip_cnt_per_user,nonrepeat_cnt_per_user
mean_true,0.09895846500921361,0.12295662613492686
mean_pred_lag1,0.11939016344585483,0.17467512168105873
mean_pred_roll4,0.11586231138448333,0.16414657395708962
mean_pred_lgbm,0.10295722022839467,0.13964588567697042
