city_group,target,best_baseline_model,best_baseline_rmse,lgbm_model,lgbm_rmse,improve_ratio,improve_pct
中區,nonrepeat_cnt_per_user,baseline_roll4,0.0730223048873362,lgbm_global,0.0586656371075052,0.19660660947338557,19.660660947338556
北區,nonrepeat_cnt_per_user,baseline_roll4,0.0715632175167539,lgbm_global,0.0275398707081628,0.6151672372512408,61.51672372512408
南區,nonrepeat_cnt_per_user,baseline_roll4,0.0519177365246885,lgbm_global,0.0445620964273575,0.1416787516118536,14.167875161185359
中區,trip_cnt_per_user,baseline_roll4,0.0569406581113124,lgbm_global,0.0452344339491516,0.20558638678317495,20.558638678317497
北區,trip_cnt_per_user,baseline_roll4,0.0357989196112307,lgbm_global,0.0218635464580439,0.38926798083635605,38.9267980836356
南區,trip_cnt_per_user,baseline_roll4,0.0408722045239704,lgbm_global,0.0386950181498148,0.053268141503812,5.3268141503812
