target,model,MAE,RMSE
nonrepeat_cnt_per_user,baseline_lag1,0.05349938236062329,0.0817017966431503
nonrepeat_cnt_per_user,baseline_roll4,0.04428041773892897,0.06587000106912264
nonrepeat_cnt_per_user,lgbm_global,0.04113402733248423,0.059560652280606766
trip_cnt_per_user,baseline_lag1,0.04351662772264616,0.06422892557504085
trip_cnt_per_user,baseline_roll4,0.03383798251523661,0.05167034995826429
trip_cnt_per_user,lgbm_global,0.030380629686395197,0.0440446535046211
