target,model,MAE,RMSE
nonrepeat_cnt_per_user,baseline_lag1,0.03151673414905895,0.04172972315099247
nonrepeat_cnt_per_user,baseline_roll4,0.021227156645593454,0.02694523019410804
nonrepeat_cnt_per_user,lgbm_global,0.06077493135300901,0.0776926737398438
trip_cnt_per_user,baseline_lag1,0.024167203806116883,0.032301856365097505
trip_cnt_per_user,baseline_roll4,0.013273911777624011,0.017829526652616993
trip_cnt_per_user,lgbm_global,0.03911664114421471,0.04774813663481751
