metric,trip_cnt_per_user,nonrepeat_cnt_per_user
mean_true,0.09959234669448114,0.15212136636792906
mean_pred_lag1,0.11021647523714191,0.15818019989736157
mean_pred_roll4,0.10091956635393991,0.14147132428169398
mean_pred_lgbm,0.09661128059686984,0.13076455469298012
