day,treatment,source,ops_type_merged,city_group,trip_cnt,nonrepeat_cnt,match_rate,is_weekend_holiday,is_rainy,user_cnt,trip_cnt_per_user,nonrepeat_cnt_per_user,trip_cnt_per_user_lag10,nonrepeat_cnt_per_user_lag10,match_rate_lag10,trip_cnt_per_user_lag11,nonrepeat_cnt_per_user_lag11,match_rate_lag11,trip_cnt_per_user_lag12,nonrepeat_cnt_per_user_lag12,match_rate_lag12,trip_cnt_per_user_lag13,nonrepeat_cnt_per_user_lag13,match_rate_lag13,trip_cnt_per_user_lag14,nonrepeat_cnt_per_user_lag14,match_rate_lag14,trip_cnt_per_user_lag15,nonrepeat_cnt_per_user_lag15,match_rate_lag15,trip_cnt_per_user_lag16,nonrepeat_cnt_per_user_lag16,match_rate_lag16,trip_cnt_per_user_lag17,nonrepeat_cnt_per_user_lag17,match_rate_lag17,trip_cnt_per_user_lag18,nonrepeat_cnt_per_user_lag18,match_rate_lag18,trip_cnt_per_user_lag19,nonrepeat_cnt_per_user_lag19,match_rate_lag19,trip_cnt_per_user_lag20,nonrepeat_cnt_per_user_lag20,match_rate_lag20,trip_cnt_per_user_lag21,nonrepeat_cnt_per_user_lag21,match_rate_lag21,mgm_day,face_value,face_value_num
2025-10-30,不發,控制組,14天在晚尖峰預估車資,北區,25.0,34.0,0.8387096774193549,0,0.375,976.0,0.0256147540983606,0.0348360655737704,0.0198598130841121,0.0525700934579439,0.4347826086956521,0.0244897959183673,0.0510204081632653,0.5294117647058824,0.0285714285714285,0.0418367346938775,0.7560975609756098,0.0336734693877551,0.05,0.72,0.0204081632653061,0.0255102040816326,0.84,0.0193877551020408,0.0244897959183673,0.9130434782608696,0.0204081632653061,0.0265306122448979,0.88,0.0204081632653061,0.0265306122448979,0.8,0.0193842645381984,0.0239452679589509,0.8,0.0205245153933865,0.0250855188141391,0.8,0.0193842645381984,0.0250855188141391,0.8181818181818182,0.0250855188141391,0.0433295324971493,0.6216216216216216,1,0,0
2025-10-31,不發,控制組,14天在晚尖峰預估車資,北區,24.0,37.0,0.7222222222222222,0,0.375,976.0,0.0245901639344262,0.0379098360655737,0.0338785046728971,0.0712616822429906,0.5245901639344263,0.0198598130841121,0.0525700934579439,0.4347826086956521,0.0244897959183673,0.0510204081632653,0.5294117647058824,0.0285714285714285,0.0418367346938775,0.7560975609756098,0.0336734693877551,0.05,0.72,0.0204081632653061,0.0255102040816326,0.84,0.0193877551020408,0.0244897959183673,0.9130434782608696,0.0204081632653061,0.0265306122448979,0.88,0.0204081632653061,0.0265306122448979,0.8,0.0193842645381984,0.0239452679589509,0.8,0.0205245153933865,0.0250855188141391,0.8,0.0193842645381984,0.0250855188141391,0.8181818181818182,1,0,0
2025-11-01,不發,控制組,14天在晚尖峰預估車資,北區,20.0,45.0,0.5,1,0.625,976.0,0.0204918032786885,0.0461065573770491,0.0350467289719626,0.0619158878504672,0.6274509803921569,0.0338785046728971,0.0712616822429906,0.5245901639344263,0.0198598130841121,0.0525700934579439,0.4347826086956521,0.0244897959183673,0.0510204081632653,0.5294117647058824,0.0285714285714285,0.0418367346938775,0.7560975609756098,0.0336734693877551,0.05,0.72,0.0204081632653061,0.0255102040816326,0.84,0.0193877551020408,0.0244897959183673,0.9130434782608696,0.0204081632653061,0.0265306122448979,0.88,0.0204081632653061,0.0265306122448979,0.8,0.0193842645381984,0.0239452679589509,0.8,0.0205245153933865,0.0250855188141391,0.8,0,0,0
2025-11-02,不發,控制組,14天在晚尖峰預估車資,北區,21.0,33.0,0.6666666666666666,1,0.5,976.0,0.0215163934426229,0.033811475409836,0.0268691588785046,0.0537383177570093,0.5434782608695652,0.0350467289719626,0.0619158878504672,0.6274509803921569,0.0338785046728971,0.0712616822429906,0.5245901639344263,0.0198598130841121,0.0525700934579439,0.4347826086956521,0.0244897959183673,0.0510204081632653,0.5294117647058824,0.0285714285714285,0.0418367346938775,0.7560975609756098,0.0336734693877551,0.05,0.72,0.0204081632653061,0.0255102040816326,0.84,0.0193877551020408,0.0244897959183673,0.9130434782608696,0.0204081632653061,0.0265306122448979,0.88,0.0204081632653061,0.0265306122448979,0.8,0.0193842645381984,0.0239452679589509,0.8,0,0,0
2025-11-03,不發,控制組,14天在晚尖峰預估車資,北區,20.0,35.0,0.7297297297297297,0,0.5,1476.0,0.013550135501355,0.0237127371273712,0.0233644859813084,0.036214953271028,0.6666666666666666,0.0268691588785046,0.0537383177570093,0.5434782608695652,0.0350467289719626,0.0619158878504672,0.6274509803921569,0.0338785046728971,0.0712616822429906,0.5245901639344263,0.0198598130841121,0.0525700934579439,0.4347826086956521,0.0244897959183673,0.0510204081632653,0.5294117647058824,0.0285714285714285,0.0418367346938775,0.7560975609756098,0.0336734693877551,0.05,0.72,0.0204081632653061,0.0255102040816326,0.84,0.0193877551020408,0.0244897959183673,0.9130434782608696,0.0204081632653061,0.0265306122448979,0.88,0.0204081632653061,0.0265306122448979,0.8,0,0,0
2025-11-04,不發,控制組,14天在晚尖峰預估車資,北區,24.0,31.0,0.8333333333333334,0,0.375,1476.0,0.016260162601626,0.0210027100271002,0.0128504672897196,0.02803738317757,0.5384615384615384,0.0233644859813084,0.036214953271028,0.6666666666666666,0.0268691588785046,0.0537383177570093,0.5434782608695652,0.0350467289719626,0.0619158878504672,0.6274509803921569,0.0338785046728971,0.0712616822429906,0.5245901639344263,0.0198598130841121,0.0525700934579439,0.4347826086956521,0.0244897959183673,0.0510204081632653,0.5294117647058824,0.0285714285714285,0.0418367346938775,0.7560975609756098,0.0336734693877551,0.05,0.72,0.0204081632653061,0.0255102040816326,0.84,0.0193877551020408,0.0244897959183673,0.9130434782608696,0.0204081632653061,0.0265306122448979,0.88,0,0,0
2025-11-05,不發,控制組,14天在晚尖峰預估車資,北區,22.0,29.0,0.8620689655172413,0,0.625,1476.0,0.0149051490514905,0.0196476964769647,0.0116822429906542,0.0198598130841121,0.6666666666666666,0.0128504672897196,0.02803738317757,0.5384615384615384,0.0233644859813084,0.036214953271028,0.6666666666666666,0.0268691588785046,0.0537383177570093,0.5434782608695652,0.0350467289719626,0.0619158878504672,0.6274509803921569,0.0338785046728971,0.0712616822429906,0.5245901639344263,0.0198598130841121,0.0525700934579439,0.4347826086956521,0.0244897959183673,0.0510204081632653,0.5294117647058824,0.0285714285714285,0.0418367346938775,0.7560975609756098,0.0336734693877551,0.05,0.72,0.0204081632653061,0.0255102040816326,0.84,0.0193877551020408,0.0244897959183673,0.9130434782608696,0,0,0
2025-11-06,不發,控制組,14天在晚尖峰預估車資,北區,16.0,20.0,0.7777777777777778,0,0.125,1476.0,0.010840108401084,0.013550135501355,0.0194672131147541,0.0348360655737704,0.6666666666666666,0.0116822429906542,0.0198598130841121,0.6666666666666666,0.0128504672897196,0.02803738317757,0.5384615384615384,0.0233644859813084,0.036214953271028,0.6666666666666666,0.0268691588785046,0.0537383177570093,0.5434782608695652,0.0350467289719626,0.0619158878504672,0.6274509803921569,0.0338785046728971,0.0712616822429906,0.5245901639344263,0.0198598130841121,0.0525700934579439,0.4347826086956521,0.0244897959183673,0.0510204081632653,0.5294117647058824,0.0285714285714285,0.0418367346938775,0.7560975609756098,0.0336734693877551,0.05,0.72,0.0204081632653061,0.0255102040816326,0.84,0,0,0
2025-11-07,不發,控制組,14天在晚尖峰預估車資,北區,25.0,44.0,0.6511627906976745,0,0.0,1476.0,0.0169376693766937,0.029810298102981,0.026639344262295,0.055327868852459,0.5094339622641509,0.0194672131147541,0.0348360655737704,0.6666666666666666,0.0116822429906542,0.0198598130841121,0.6666666666666666,0.0128504672897196,0.02803738317757,0.5384615384615384,0.0233644859813084,0.036214953271028,0.6666666666666666,0.0268691588785046,0.0537383177570093,0.5434782608695652,0.0350467289719626,0.0619158878504672,0.6274509803921569,0.0338785046728971,0.0712616822429906,0.5245901639344263,0.0198598130841121,0.0525700934579439,0.4347826086956521,0.0244897959183673,0.0510204081632653,0.5294117647058824,0.0285714285714285,0.0418367346938775,0.7560975609756098,0.0336734693877551,0.05,0.72,0,0,0
2025-11-08,不發,控制組,14天在晚尖峰預估車資,北區,19.0,31.0,0.7575757575757576,1,0.25,1476.0,0.0128726287262872,0.0210027100271002,0.0184426229508196,0.0276639344262295,0.65625,0.026639344262295,0.055327868852459,0.5094339622641509,0.0194672131147541,0.0348360655737704,0.6666666666666666,0.0116822429906542,0.0198598130841121,0.6666666666666666,0.0128504672897196,0.02803738317757,0.5384615384615384,0.0233644859813084,0.036214953271028,0.6666666666666666,0.0268691588785046,0.0537383177570093,0.5434782608695652,0.0350467289719626,0.0619158878504672,0.6274509803921569,0.0338785046728971,0.0712616822429906,0.5245901639344263,0.0198598130841121,0.0525700934579439,0.4347826086956521,0.0244897959183673,0.0510204081632653,0.5294117647058824,0.0285714285714285,0.0418367346938775,0.7560975609756098,0,0,0
2025-11-09,不發,控制組,14天在晚尖峰預估車資,北區,23.0,31.0,0.7666666666666667,1,0.0,1476.0,0.0155826558265582,0.0210027100271002,0.0256147540983606,0.0348360655737704,0.8387096774193549,0.0184426229508196,0.0276639344262295,0.65625,0.026639344262295,0.055327868852459,0.5094339622641509,0.0194672131147541,0.0348360655737704,0.6666666666666666,0.0116822429906542,0.0198598130841121,0.6666666666666666,0.0128504672897196,0.02803738317757,0.5384615384615384,0.0233644859813084,0.036214953271028,0.6666666666666666,0.0268691588785046,0.0537383177570093,0.5434782608695652,0.0350467289719626,0.0619158878504672,0.6274509803921569,0.0338785046728971,0.0712616822429906,0.5245901639344263,0.0198598130841121,0.0525700934579439,0.4347826086956521,0.0244897959183673,0.0510204081632653,0.5294117647058824,0,0,0
2025-11-10,不發,控制組,14天在晚尖峰預估車資,北區,49.0,78.0,0.6707317073170732,0,0.5,1432.0,0.034217877094972,0.0544692737430167,0.0245901639344262,0.0379098360655737,0.7222222222222222,0.0256147540983606,0.0348360655737704,0.8387096774193549,0.0184426229508196,0.0276639344262295,0.65625,0.026639344262295,0.055327868852459,0.5094339622641509,0.0194672131147541,0.0348360655737704,0.6666666666666666,0.0116822429906542,0.0198598130841121,0.6666666666666666,0.0128504672897196,0.02803738317757,0.5384615384615384,0.0233644859813084,0.036214953271028,0.6666666666666666,0.0268691588785046,0.0537383177570093,0.5434782608695652,0.0350467289719626,0.0619158878504672,0.6274509803921569,0.0338785046728971,0.0712616822429906,0.5245901639344263,0.0198598130841121,0.0525700934579439,0.4347826086956521,0,0,0
2025-11-11,不發,控制組,14天在晚尖峰預估車資,北區,39.0,56.0,0.7037037037037037,0,1.0,1432.0,0.0272346368715083,0.0391061452513966,0.0204918032786885,0.0461065573770491,0.5,0.0245901639344262,0.0379098360655737,0.7222222222222222,0.0256147540983606,0.0348360655737704,0.8387096774193549,0.0184426229508196,0.0276639344262295,0.65625,0.026639344262295,0.055327868852459,0.5094339622641509,0.0194672131147541,0.0348360655737704,0.6666666666666666,0.0116822429906542,0.0198598130841121,0.6666666666666666,0.0128504672897196,0.02803738317757,0.5384615384615384,0.0233644859813084,0.036214953271028,0.6666666666666666,0.0268691588785046,0.0537383177570093,0.5434782608695652,0.0350467289719626,0.0619158878504672,0.6274509803921569,0.0338785046728971,0.0712616822429906,0.5245901639344263,0,0,0
2025-11-12,不發,控制組,14天在晚尖峰預估車資,北區,29.0,40.0,0.7619047619047619,0,1.0,1432.0,0.0202513966480446,0.0279329608938547,0.0215163934426229,0.033811475409836,0.6666666666666666,0.0204918032786885,0.0461065573770491,0.5,0.0245901639344262,0.0379098360655737,0.7222222222222222,0.0256147540983606,0.0348360655737704,0.8387096774193549,0.0184426229508196,0.0276639344262295,0.65625,0.026639344262295,0.055327868852459,0.5094339622641509,0.0194672131147541,0.0348360655737704,0.6666666666666666,0.0116822429906542,0.0198598130841121,0.6666666666666666,0.0128504672897196,0.02803738317757,0.5384615384615384,0.0233644859813084,0.036214953271028,0.6666666666666666,0.0268691588785046,0.0537383177570093,0.5434782608695652,0.0350467289719626,0.0619158878504672,0.6274509803921569,0,0,0
2025-11-13,不發,控制組,14天在晚尖峰預估車資,北區,49.0,84.0,0.6,0,1.0,1432.0,0.034217877094972,0.0586592178770949,0.013550135501355,0.0237127371273712,0.7297297297297297,0.0215163934426229,0.033811475409836,0.6666666666666666,0.0204918032786885,0.0461065573770491,0.5,0.0245901639344262,0.0379098360655737,0.7222222222222222,0.0256147540983606,0.0348360655737704,0.8387096774193549,0.0184426229508196,0.0276639344262295,0.65625,0.026639344262295,0.055327868852459,0.5094339622641509,0.0194672131147541,0.0348360655737704,0.6666666666666666,0.0116822429906542,0.0198598130841121,0.6666666666666666,0.0128504672897196,0.02803738317757,0.5384615384615384,0.0233644859813084,0.036214953271028,0.6666666666666666,0.0268691588785046,0.0537383177570093,0.5434782608695652,0,0,0
2025-11-14,不發,控制組,14天在晚尖峰預估車資,北區,46.0,66.0,0.7384615384615385,0,0.75,1432.0,0.0321229050279329,0.0460893854748603,0.016260162601626,0.0210027100271002,0.8333333333333334,0.013550135501355,0.0237127371273712,0.7297297297297297,0.0215163934426229,0.033811475409836,0.6666666666666666,0.0204918032786885,0.0461065573770491,0.5,0.0245901639344262,0.0379098360655737,0.7222222222222222,0.0256147540983606,0.0348360655737704,0.8387096774193549,0.0184426229508196,0.0276639344262295,0.65625,0.026639344262295,0.055327868852459,0.5094339622641509,0.0194672131147541,0.0348360655737704,0.6666666666666666,0.0116822429906542,0.0198598130841121,0.6666666666666666,0.0128504672897196,0.02803738317757,0.5384615384615384,0.0233644859813084,0.036214953271028,0.6666666666666666,0,0,0
2025-11-15,不發,控制組,14天在晚尖峰預估車資,北區,26.0,51.0,0.58,1,0.25,1432.0,0.0181564245810055,0.0356145251396648,0.0149051490514905,0.0196476964769647,0.8620689655172413,0.016260162601626,0.0210027100271002,0.8333333333333334,0.013550135501355,0.0237127371273712,0.7297297297297297,0.0215163934426229,0.033811475409836,0.6666666666666666,0.0204918032786885,0.0461065573770491,0.5,0.0245901639344262,0.0379098360655737,0.7222222222222222,0.0256147540983606,0.0348360655737704,0.8387096774193549,0.0184426229508196,0.0276639344262295,0.65625,0.026639344262295,0.055327868852459,0.5094339622641509,0.0194672131147541,0.0348360655737704,0.6666666666666666,0.0116822429906542,0.0198598130841121,0.6666666666666666,0.0128504672897196,0.02803738317757,0.5384615384615384,0,0,0
2025-11-16,不發,控制組,14天在晚尖峰預估車資,北區,23.0,40.0,0.6136363636363636,1,0.625,1432.0,0.0160614525139664,0.0279329608938547,0.010840108401084,0.013550135501355,0.7777777777777778,0.0149051490514905,0.0196476964769647,0.8620689655172413,0.016260162601626,0.0210027100271002,0.8333333333333334,0.013550135501355,0.0237127371273712,0.7297297297297297,0.0215163934426229,0.033811475409836,0.6666666666666666,0.0204918032786885,0.0461065573770491,0.5,0.0245901639344262,0.0379098360655737,0.7222222222222222,0.0256147540983606,0.0348360655737704,0.8387096774193549,0.0184426229508196,0.0276639344262295,0.65625,0.026639344262295,0.055327868852459,0.5094339622641509,0.0194672131147541,0.0348360655737704,0.6666666666666666,0.0116822429906542,0.0198598130841121,0.6666666666666666,0,0,0
2025-11-17,不發,控制組,14天在晚尖峰預估車資,北區,33.0,51.0,0.76,0,0.75,937.0,0.0352187833511205,0.0544290288153681,0.0169376693766937,0.029810298102981,0.6511627906976745,0.010840108401084,0.013550135501355,0.7777777777777778,0.0149051490514905,0.0196476964769647,0.8620689655172413,0.016260162601626,0.0210027100271002,0.8333333333333334,0.013550135501355,0.0237127371273712,0.7297297297297297,0.0215163934426229,0.033811475409836,0.6666666666666666,0.0204918032786885,0.0461065573770491,0.5,0.0245901639344262,0.0379098360655737,0.7222222222222222,0.0256147540983606,0.0348360655737704,0.8387096774193549,0.0184426229508196,0.0276639344262295,0.65625,0.026639344262295,0.055327868852459,0.5094339622641509,0.0194672131147541,0.0348360655737704,0.6666666666666666,0,0,0
2025-11-18,不發,控制組,14天在晚尖峰預估車資,北區,34.0,47.0,0.782608695652174,0,0.25,937.0,0.0362860192102454,0.0501600853788687,0.0128726287262872,0.0210027100271002,0.7575757575757576,0.0169376693766937,0.029810298102981,0.6511627906976745,0.010840108401084,0.013550135501355,0.7777777777777778,0.0149051490514905,0.0196476964769647,0.8620689655172413,0.016260162601626,0.0210027100271002,0.8333333333333334,0.013550135501355,0.0237127371273712,0.7297297297297297,0.0215163934426229,0.033811475409836,0.6666666666666666,0.0204918032786885,0.0461065573770491,0.5,0.0245901639344262,0.0379098360655737,0.7222222222222222,0.0256147540983606,0.0348360655737704,0.8387096774193549,0.0184426229508196,0.0276639344262295,0.65625,0.026639344262295,0.055327868852459,0.5094339622641509,0,0,0
2025-11-19,不發,控制組,14天在晚尖峰預估車資,北區,13.0,25.0,0.6428571428571429,0,0.0,937.0,0.0138740661686232,0.0266808964781216,0.0155826558265582,0.0210027100271002,0.7666666666666667,0.0128726287262872,0.0210027100271002,0.7575757575757576,0.0169376693766937,0.029810298102981,0.6511627906976745,0.010840108401084,0.013550135501355,0.7777777777777778,0.0149051490514905,0.0196476964769647,0.8620689655172413,0.016260162601626,0.0210027100271002,0.8333333333333334,0.013550135501355,0.0237127371273712,0.7297297297297297,0.0215163934426229,0.033811475409836,0.6666666666666666,0.0204918032786885,0.0461065573770491,0.5,0.0245901639344262,0.0379098360655737,0.7222222222222222,0.0256147540983606,0.0348360655737704,0.8387096774193549,0.0184426229508196,0.0276639344262295,0.65625,0,0,0
2025-11-20,不發,控制組,14天在晚尖峰預估車資,北區,16.0,29.0,0.5483870967741935,0,0.25,937.0,0.0170757737459978,0.0309498399146211,0.034217877094972,0.0544692737430167,0.6707317073170732,0.0155826558265582,0.0210027100271002,0.7666666666666667,0.0128726287262872,0.0210027100271002,0.7575757575757576,0.0169376693766937,0.029810298102981,0.6511627906976745,0.010840108401084,0.013550135501355,0.7777777777777778,0.0149051490514905,0.0196476964769647,0.8620689655172413,0.016260162601626,0.0210027100271002,0.8333333333333334,0.013550135501355,0.0237127371273712,0.7297297297297297,0.0215163934426229,0.033811475409836,0.6666666666666666,0.0204918032786885,0.0461065573770491,0.5,0.0245901639344262,0.0379098360655737,0.7222222222222222,0.0256147540983606,0.0348360655737704,0.8387096774193549,0,0,0
2025-11-21,不發,控制組,14天在晚尖峰預估車資,北區,25.0,43.0,0.6410256410256411,0,0.375,937.0,0.0266808964781216,0.0458911419423692,0.0272346368715083,0.0391061452513966,0.7037037037037037,0.034217877094972,0.0544692737430167,0.6707317073170732,0.0155826558265582,0.0210027100271002,0.7666666666666667,0.0128726287262872,0.0210027100271002,0.7575757575757576,0.0169376693766937,0.029810298102981,0.6511627906976745,0.010840108401084,0.013550135501355,0.7777777777777778,0.0149051490514905,0.0196476964769647,0.8620689655172413,0.016260162601626,0.0210027100271002,0.8333333333333334,0.013550135501355,0.0237127371273712,0.7297297297297297,0.0215163934426229,0.033811475409836,0.6666666666666666,0.0204918032786885,0.0461065573770491,0.5,0.0245901639344262,0.0379098360655737,0.7222222222222222,0,0,0
2025-11-22,不發,控制組,14天在晚尖峰預估車資,北區,17.0,23.0,0.7142857142857143,1,0.125,937.0,0.0181430096051227,0.0245464247598719,0.0202513966480446,0.0279329608938547,0.7619047619047619,0.0272346368715083,0.0391061452513966,0.7037037037037037,0.034217877094972,0.0544692737430167,0.6707317073170732,0.0155826558265582,0.0210027100271002,0.7666666666666667,0.0128726287262872,0.0210027100271002,0.7575757575757576,0.0169376693766937,0.029810298102981,0.6511627906976745,0.010840108401084,0.013550135501355,0.7777777777777778,0.0149051490514905,0.0196476964769647,0.8620689655172413,0.016260162601626,0.0210027100271002,0.8333333333333334,0.013550135501355,0.0237127371273712,0.7297297297297297,0.0215163934426229,0.033811475409836,0.6666666666666666,0.0204918032786885,0.0461065573770491,0.5,0,0,0
2025-11-23,不發,控制組,14天在晚尖峰預估車資,北區,10.0,23.0,0.4583333333333333,1,0.25,937.0,0.0106723585912486,0.0245464247598719,0.034217877094972,0.0586592178770949,0.6,0.0202513966480446,0.0279329608938547,0.7619047619047619,0.0272346368715083,0.0391061452513966,0.7037037037037037,0.034217877094972,0.0544692737430167,0.6707317073170732,0.0155826558265582,0.0210027100271002,0.7666666666666667,0.0128726287262872,0.0210027100271002,0.7575757575757576,0.0169376693766937,0.029810298102981,0.6511627906976745,0.010840108401084,0.013550135501355,0.7777777777777778,0.0149051490514905,0.0196476964769647,0.8620689655172413,0.016260162601626,0.0210027100271002,0.8333333333333334,0.013550135501355,0.0237127371273712,0.7297297297297297,0.0215163934426229,0.033811475409836,0.6666666666666666,0,0,0
2025-11-24,不發,控制組,14天在晚尖峰預估車資,北區,21.0,33.0,0.6875,0,0.375,1132.0,0.0185512367491166,0.0291519434628975,0.0321229050279329,0.0460893854748603,0.7384615384615385,0.034217877094972,0.0586592178770949,0.6,0.0202513966480446,0.0279329608938547,0.7619047619047619,0.0272346368715083,0.0391061452513966,0.7037037037037037,0.034217877094972,0.0544692737430167,0.6707317073170732,0.0155826558265582,0.0210027100271002,0.7666666666666667,0.0128726287262872,0.0210027100271002,0.7575757575757576,0.0169376693766937,0.029810298102981,0.6511627906976745,0.010840108401084,0.013550135501355,0.7777777777777778,0.0149051490514905,0.0196476964769647,0.8620689655172413,0.016260162601626,0.0210027100271002,0.8333333333333334,0.013550135501355,0.0237127371273712,0.7297297297297297,0,0,0
2025-11-25,不發,控制組,14天在晚尖峰預估車資,北區,16.0,22.0,0.68,0,0.0,1132.0,0.0141342756183745,0.019434628975265,0.0181564245810055,0.0356145251396648,0.58,0.0321229050279329,0.0460893854748603,0.7384615384615385,0.034217877094972,0.0586592178770949,0.6,0.0202513966480446,0.0279329608938547,0.7619047619047619,0.0272346368715083,0.0391061452513966,0.7037037037037037,0.034217877094972,0.0544692737430167,0.6707317073170732,0.0155826558265582,0.0210027100271002,0.7666666666666667,0.0128726287262872,0.0210027100271002,0.7575757575757576,0.0169376693766937,0.029810298102981,0.6511627906976745,0.010840108401084,0.013550135501355,0.7777777777777778,0.0149051490514905,0.0196476964769647,0.8620689655172413,0.016260162601626,0.0210027100271002,0.8333333333333334,0,0,0
2025-11-26,不發,控制組,14天在晚尖峰預估車資,北區,17.0,24.0,0.8260869565217391,0,0.0,1132.0,0.0150176678445229,0.0212014134275618,0.0160614525139664,0.0279329608938547,0.6136363636363636,0.0181564245810055,0.0356145251396648,0.58,0.0321229050279329,0.0460893854748603,0.7384615384615385,0.034217877094972,0.0586592178770949,0.6,0.0202513966480446,0.0279329608938547,0.7619047619047619,0.0272346368715083,0.0391061452513966,0.7037037037037037,0.034217877094972,0.0544692737430167,0.6707317073170732,0.0155826558265582,0.0210027100271002,0.7666666666666667,0.0128726287262872,0.0210027100271002,0.7575757575757576,0.0169376693766937,0.029810298102981,0.6511627906976745,0.010840108401084,0.013550135501355,0.7777777777777778,0.0149051490514905,0.0196476964769647,0.8620689655172413,1,0,0
2025-11-27,不發,控制組,14天在晚尖峰預估車資,北區,16.0,20.0,0.9090909090909092,0,0.0,1132.0,0.0141342756183745,0.0176678445229682,0.0352187833511205,0.0544290288153681,0.76,0.0160614525139664,0.0279329608938547,0.6136363636363636,0.0181564245810055,0.0356145251396648,0.58,0.0321229050279329,0.0460893854748603,0.7384615384615385,0.034217877094972,0.0586592178770949,0.6,0.0202513966480446,0.0279329608938547,0.7619047619047619,0.0272346368715083,0.0391061452513966,0.7037037037037037,0.034217877094972,0.0544692737430167,0.6707317073170732,0.0155826558265582,0.0210027100271002,0.7666666666666667,0.0128726287262872,0.0210027100271002,0.7575757575757576,0.0169376693766937,0.029810298102981,0.6511627906976745,0.010840108401084,0.013550135501355,0.7777777777777778,1,0,0
2025-11-28,不發,控制組,14天在晚尖峰預估車資,北區,25.0,45.0,0.5909090909090909,0,0.0,1132.0,0.0220848056537102,0.0397526501766784,0.0362860192102454,0.0501600853788687,0.782608695652174,0.0352187833511205,0.0544290288153681,0.76,0.0160614525139664,0.0279329608938547,0.6136363636363636,0.0181564245810055,0.0356145251396648,0.58,0.0321229050279329,0.0460893854748603,0.7384615384615385,0.034217877094972,0.0586592178770949,0.6,0.0202513966480446,0.0279329608938547,0.7619047619047619,0.0272346368715083,0.0391061452513966,0.7037037037037037,0.034217877094972,0.0544692737430167,0.6707317073170732,0.0155826558265582,0.0210027100271002,0.7666666666666667,0.0128726287262872,0.0210027100271002,0.7575757575757576,0.0169376693766937,0.029810298102981,0.6511627906976745,1,0,0
2025-11-29,不發,控制組,14天在晚尖峰預估車資,北區,26.0,37.0,0.7058823529411765,1,0.0,1132.0,0.0229681978798586,0.0326855123674911,0.0138740661686232,0.0266808964781216,0.6428571428571429,0.0362860192102454,0.0501600853788687,0.782608695652174,0.0352187833511205,0.0544290288153681,0.76,0.0160614525139664,0.0279329608938547,0.6136363636363636,0.0181564245810055,0.0356145251396648,0.58,0.0321229050279329,0.0460893854748603,0.7384615384615385,0.034217877094972,0.0586592178770949,0.6,0.0202513966480446,0.0279329608938547,0.7619047619047619,0.0272346368715083,0.0391061452513966,0.7037037037037037,0.034217877094972,0.0544692737430167,0.6707317073170732,0.0155826558265582,0.0210027100271002,0.7666666666666667,0.0128726287262872,0.0210027100271002,0.7575757575757576,1,0,0
2025-11-30,不發,控制組,14天在晚尖峰預估車資,北區,14.0,34.0,0.5714285714285714,1,0.0,1132.0,0.0123674911660777,0.0300353356890459,0.0170757737459978,0.0309498399146211,0.5483870967741935,0.0138740661686232,0.0266808964781216,0.6428571428571429,0.0362860192102454,0.0501600853788687,0.782608695652174,0.0352187833511205,0.0544290288153681,0.76,0.0160614525139664,0.0279329608938547,0.6136363636363636,0.0181564245810055,0.0356145251396648,0.58,0.0321229050279329,0.0460893854748603,0.7384615384615385,0.034217877094972,0.0586592178770949,0.6,0.0202513966480446,0.0279329608938547,0.7619047619047619,0.0272346368715083,0.0391061452513966,0.7037037037037037,0.034217877094972,0.0544692737430167,0.6707317073170732,0.0155826558265582,0.0210027100271002,0.7666666666666667,1,0,0
2025-12-01,不發,控制組,14天在晚尖峰預估車資,北區,23.0,33.0,0.7058823529411765,0,0.0,1123.0,0.0204808548530721,0.0293855743544078,0.0266808964781216,0.0458911419423692,0.6410256410256411,0.0170757737459978,0.0309498399146211,0.5483870967741935,0.0138740661686232,0.0266808964781216,0.6428571428571429,0.0362860192102454,0.0501600853788687,0.782608695652174,0.0352187833511205,0.0544290288153681,0.76,0.0160614525139664,0.0279329608938547,0.6136363636363636,0.0181564245810055,0.0356145251396648,0.58,0.0321229050279329,0.0460893854748603,0.7384615384615385,0.034217877094972,0.0586592178770949,0.6,0.0202513966480446,0.0279329608938547,0.7619047619047619,0.0272346368715083,0.0391061452513966,0.7037037037037037,0.034217877094972,0.0544692737430167,0.6707317073170732,1,0,0
2025-12-02,不發,控制組,14天在晚尖峰預估車資,北區,18.0,22.0,0.8636363636363636,0,0.0,1123.0,0.0160284951024042,0.0195903829029385,0.0181430096051227,0.0245464247598719,0.7142857142857143,0.0266808964781216,0.0458911419423692,0.6410256410256411,0.0170757737459978,0.0309498399146211,0.5483870967741935,0.0138740661686232,0.0266808964781216,0.6428571428571429,0.0362860192102454,0.0501600853788687,0.782608695652174,0.0352187833511205,0.0544290288153681,0.76,0.0160614525139664,0.0279329608938547,0.6136363636363636,0.0181564245810055,0.0356145251396648,0.58,0.0321229050279329,0.0460893854748603,0.7384615384615385,0.034217877094972,0.0586592178770949,0.6,0.0202513966480446,0.0279329608938547,0.7619047619047619,0.0272346368715083,0.0391061452513966,0.7037037037037037,1,0,0
